ID;Short Name;Long Name;Route Type;Color;geo_point_2d;stop_ids
RTM-35;28;Métro Bougainville - Les Aygalades;Bus;E63329;43.334426667891265, 5.3813208243470525;['RTM-00000099', 'RTM-00000518', 'RTM-00000100', 'RTM-00000100', 'RTM-00000100', 'RTM-00002011', 'RTM-00000103', 'RTM-00000103', 'RTM-00000103', 'RTM-00000104', 'RTM-00000105', 'RTM-00000106', 'RTM-00000111', 'RTM-00000111', 'RTM-00000112', 'RTM-00000132', 'RTM-00000125', 'RTM-00000127', 'RTM-00000127', 'RTM-00000128', 'RTM-00000132', 'RTM-00003156', 'RTM-00000138', 'RTM-00000141', 'RTM-00000103', 'RTM-00000488', 'RTM-00000145']
RTM-36;30;Métro Gèze - La Savine;Bus;E63329;43.35382723044699, 5.366970744149606;['RTM-00000185', 'RTM-00000158', 'RTM-00000161', 'RTM-00000162', 'RTM-00000164', 'RTM-00000171', 'RTM-00000171', 'RTM-00003486', 'RTM-00000197', 'RTM-00004459', 'RTM-00004560', 'RTM-00000197', 'RTM-00000197', 'RTM-00000171', 'RTM-00000171', 'RTM-00000172', 'RTM-00000172', 'RTM-00000172', 'RTM-00000173', 'RTM-00000162', 'RTM-00000179', 'RTM-00000180', 'RTM-00000180', 'RTM-00000180', 'RTM-00000181', 'RTM-00000182', 'RTM-00000183', 'RTM-00000185', 'RTM-00000185', 'RTM-00000185', 'RTM-00004300']
RTM-22;33;Réformés Canebière - St Jérôme Parking Relais;Bus;00B1B2;43.32449157245367, 5.393808861644644;['RTM-00003341', 'RTM-00003341', 'RTM-00003342', 'RTM-00003342', 'RTM-00000208', 'RTM-00000208', 'RTM-00000210', 'RTM-00000210', 'RTM-00000210', 'RTM-00000211', 'RTM-00000111', 'RTM-00000111', 'RTM-00000333', 'RTM-00000336', 'RTM-00001010', 'RTM-00001063', 'RTM-00003932', 'RTM-00003341', 'RTM-00003341', 'RTM-00003342', 'RTM-00003342', 'RTM-00000208', 'RTM-00000208', 'RTM-00000210', 'RTM-00000210', 'RTM-00000210', 'RTM-00000211', 'RTM-00000111', 'RTM-00000111', 'RTM-00000333', 'RTM-00000336', 'RTM-00001010', 'RTM-00001049', 'RTM-00001048', 'RTM-00001030', 'RTM-00001047', 'RTM-00003933', 'RTM-00001067', 'RTM-00001010', 'RTM-00000981', 'RTM-00000983', 'RTM-00000983', 'RTM-00000337', 'RTM-00003452', 'RTM-00000219', 'RTM-00000221', 'RTM-00003342', 'RTM-00001047', 'RTM-00001047', 'RTM-00001048', 'RTM-00001049', 'RTM-00001067', 'RTM-00001010', 'RTM-00000981', 'RTM-00000983', 'RTM-00000983', 'RTM-00003452', 'RTM-00000219', 'RTM-00000221', 'RTM-00003342']
RTM-23;34;Réformés Canebière - Le Merlan;Bus;00B1B2;43.32295796611648, 5.394643481960557;['RTM-00003341', 'RTM-00003341', 'RTM-00003342', 'RTM-00003342', 'RTM-00000208', 'RTM-00000208', 'RTM-00000210', 'RTM-00000210', 'RTM-00000210', 'RTM-00000211', 'RTM-00001022', 'RTM-00001051', 'RTM-00001051', 'RTM-00000981', 'RTM-00001010', 'RTM-00001049', 'RTM-00001048', 'RTM-00001030', 'RTM-00001047', 'RTM-00001047', 'RTM-00001047', 'RTM-00001048', 'RTM-00001049', 'RTM-00001067', 'RTM-00001010', 'RTM-00000981', 'RTM-00000981', 'RTM-00001051', 'RTM-00001051', 'RTM-00003070', 'RTM-00001055', 'RTM-00001055', 'RTM-00000219', 'RTM-00000221', 'RTM-00003342']
RTM-41;36B;Métro Bougainville - L'Estaque;Bus;BD1D1D;43.34536461527615, 5.348215085643044;['RTM-00000518', 'RTM-00000518', 'RTM-00004429', 'RTM-00004429', 'RTM-00000513', 'RTM-00004507', 'RTM-00004506', 'RTM-00004506', 'RTM-00000246', 'RTM-00000246', 'RTM-00000247', 'RTM-00000248', 'RTM-00000293', 'RTM-00000014', 'RTM-00000037', 'RTM-00000017', 'RTM-00000017', 'RTM-00000317', 'RTM-00000299', 'RTM-00000301', 'RTM-00000302', 'RTM-00000302', 'RTM-00000518', 'RTM-00000518', 'RTM-00004030', 'RTM-00003963', 'RTM-00004334', 'RTM-00004507', 'RTM-00004506', 'RTM-00004506', 'RTM-00000246', 'RTM-00000246', 'RTM-00000247', 'RTM-00000248', 'RTM-00000293', 'RTM-00000014', 'RTM-00000037', 'RTM-00000017', 'RTM-00000017', 'RTM-00000317', 'RTM-00000299', 'RTM-00000301', 'RTM-00000302', 'RTM-00000302', 'RTM-00004505', 'RTM-00003574', 'RTM-00000301', 'RTM-00000312', 'RTM-00002786', 'RTM-00002792', 'RTM-00004432', 'RTM-00004433', 'RTM-00004433', 'RTM-00000317', 'RTM-00000017', 'RTM-00000037', 'RTM-00000037', 'RTM-00000037', 'RTM-00000037', 'RTM-00000318', 'RTM-00000274', 'RTM-00000274', 'RTM-00000274', 'RTM-00000275', 'RTM-00004507', 'RTM-00000513', 'RTM-00000513', 'RTM-00002046', 'RTM-00004505', 'RTM-00003574', 'RTM-00000301', 'RTM-00000312', 'RTM-00002786', 'RTM-00002792', 'RTM-00004432', 'RTM-00004433', 'RTM-00004433', 'RTM-00000317', 'RTM-00000017', 'RTM-00000037', 'RTM-00000037', 'RTM-00000037', 'RTM-00000037', 'RTM-00000318', 'RTM-00000274', 'RTM-00000274', 'RTM-00000274', 'RTM-00000275', 'RTM-00004507', 'RTM-00004029', 'RTM-00004030', 'RTM-00000050', 'RTM-00002046']
RTM-27;39;Métro Malpassé - Résidence Fondacle;Bus;312783;43.32167715922367, 5.4343287271773075;['RTM-00000779', 'RTM-00000884', 'RTM-00003148', 'RTM-00002765', 'RTM-00002765', 'RTM-00003148', 'RTM-00002732', 'RTM-00000884']
RTM-31;42;Métro 5 Avenues - Dépôt La Rose;Bus;636AAF;43.32237030145633, 5.415211419589136;['RTM-00002592', 'RTM-00002592', 'RTM-00001100', 'RTM-00001101', 'RTM-00001102', 'RTM-00001105', 'RTM-00001105', 'RTM-00001107', 'RTM-00001115', 'RTM-00001108', 'RTM-00001108', 'RTM-00000594', 'RTM-00000594', 'RTM-00003930', 'RTM-00003931', 'RTM-00000738', 'RTM-00000731', 'RTM-00000731', 'RTM-00000731', 'RTM-00001111', 'RTM-00001112', 'RTM-00000731', 'RTM-00000738', 'RTM-00000738', 'RTM-00003934', 'RTM-00003935', 'RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000977', 'RTM-00000978', 'RTM-00001113', 'RTM-00001114', 'RTM-00001114', 'RTM-00001108', 'RTM-00001115', 'RTM-00001115', 'RTM-00001115', 'RTM-00001117', 'RTM-00001117', 'RTM-00001105', 'RTM-00001121', 'RTM-00001122', 'RTM-00001123', 'RTM-00001125', 'RTM-00001126']
RTM-91;44;Métro Rond Point du Prado - Collège Roy d'Espagne;Bus;E63323;43.25473451205694, 5.387347626797562;['RTM-00004110', 'RTM-00001915', 'RTM-00001917', 'RTM-00001918', 'RTM-00001930', 'RTM-00001920', 'RTM-00001921', 'RTM-00001921', 'RTM-00001921', 'RTM-00001922', 'RTM-00003138', 'RTM-00003694', 'RTM-00003139', 'RTM-00001926', 'RTM-00001928', 'RTM-00001929', 'RTM-00001929', 'RTM-00001921', 'RTM-00001921', 'RTM-00001930', 'RTM-00001930', 'RTM-00001933', 'RTM-00004110']
RTM-90;45;Métro Rond Point du Prado - Marseilleveyre;Bus;F39200;43.25265872007331, 5.388267692857006;['RTM-00001840', 'RTM-00001840', 'RTM-00002745', 'RTM-00001842', 'RTM-00001799', 'RTM-00001844', 'RTM-00001948', 'RTM-00001937', 'RTM-00001928', 'RTM-00001942', 'RTM-00001943', 'RTM-00001948', 'RTM-00001949', 'RTM-00002745', 'RTM-00002745', 'RTM-00001840']
RTM-99;46;Sainte-Marguerite Dromel - Valmante;Bus;C2063B;43.26125231542406, 5.407978671642772;['RTM-00002873', 'RTM-00001951', 'RTM-00001973', 'RTM-00001995', 'RTM-00001962', 'RTM-00001965', 'RTM-00001966', 'RTM-00001973', 'RTM-00001973', 'RTM-00001973']
RTM-96;47;Sainte-Marguerite Dromel - Vieille Chapelle;Bus;CD4849;43.25518375923707, 5.394901370493221;['RTM-00002873', 'RTM-00002873', 'RTM-00001951', 'RTM-00001973', 'RTM-00001978', 'RTM-00001708', 'RTM-00001708', 'RTM-00002771', 'RTM-00001990', 'RTM-00001991', 'RTM-00001973', 'RTM-00001973', 'RTM-00001973', 'RTM-00001973']
RTM-97;48T;Sainte-Marguerite Dromel - Hôpital Clairval;Bus;DB7A7C;43.25718456913616, 5.411723519919859;['RTM-00001887', 'RTM-00002873', 'RTM-00002873', 'RTM-00001951', 'RTM-00001973', 'RTM-00001954', 'RTM-00001955', 'RTM-00003652', 'RTM-00003623', 'RTM-00001962', 'RTM-00001898', 'RTM-00001898', 'RTM-00001898', 'RTM-00001898', 'RTM-00002003', 'RTM-00002005', 'RTM-00001965', 'RTM-00001966', 'RTM-00001971', 'RTM-00001973', 'RTM-00001973', 'RTM-00001973', 'RTM-00001973']
RTM-65;52;Gare St Charles - Métro La Timone;Bus;0073BD;43.29837898636337, 5.391426676145039;['RTM-00003902', 'RTM-00003342', 'RTM-00000228', 'RTM-00001552', 'RTM-00001552', 'RTM-00003359', 'RTM-00003360', 'RTM-00002022', 'RTM-00004420', 'RTM-00004420', 'RTM-00004422', 'RTM-00002862', 'RTM-00003377', 'RTM-00003377', 'RTM-00003342', 'RTM-00003342', 'RTM-00003902']
RTM-10216;59;Vieux Port Ballard - Colline de la Garde;Bus;9CC2E5;43.293569565, 5.37436867;['RTM-00004396']
RTM-73;73;Vallon de l'Oriol - Sainte-Marguerite Dromel;Bus;E4348B;43.278957483609055, 5.382285450933433;['RTM-00004101', 'RTM-00002559', 'RTM-00000396', 'RTM-00000396', 'RTM-00001510', 'RTM-00001510', 'RTM-00001511', 'RTM-00001511', 'RTM-00001512', 'RTM-00001512', 'RTM-00001502', 'RTM-00001501', 'RTM-00001516', 'RTM-00004101', 'RTM-00002559', 'RTM-00000396', 'RTM-00000396', 'RTM-00001510', 'RTM-00001510', 'RTM-00001511', 'RTM-00001511', 'RTM-00001512', 'RTM-00001512', 'RTM-00001502', 'RTM-00001501', 'RTM-00001516', 'RTM-00002287', 'RTM-00001495', 'RTM-00001496', 'RTM-00001516', 'RTM-00001500', 'RTM-00001501', 'RTM-00001502', 'RTM-00001502', 'RTM-00001512', 'RTM-00001511', 'RTM-00001510', 'RTM-00002101', 'RTM-00002101', 'RTM-00002097', 'RTM-00002101', 'RTM-00001495', 'RTM-00001496', 'RTM-00001516', 'RTM-00001500', 'RTM-00001501', 'RTM-00001502', 'RTM-00001502', 'RTM-00001512', 'RTM-00001511', 'RTM-00001510', 'RTM-00002101', 'RTM-00002101', 'RTM-00002097', 'RTM-00002101']
RTM-74;74;Réformés Canebière - Vallon Montebello;Bus;5C2483;43.28444999931262, 5.380820404077637;['RTM-00001522', 'RTM-00001523', 'RTM-00001495', 'RTM-00001496', 'RTM-00001528', 'RTM-00001526', 'RTM-00001522', 'RTM-00001523', 'RTM-00001495', 'RTM-00001496', 'RTM-00001528', 'RTM-00001526', 'RTM-00001527', 'RTM-00001527', 'RTM-00001528', 'RTM-00001528', 'RTM-00001516', 'RTM-00001500', 'RTM-00001501', 'RTM-00001502', 'RTM-00001502', 'RTM-00001512', 'RTM-00001511', 'RTM-00001510', 'RTM-00002101', 'RTM-00002101', 'RTM-00002097', 'RTM-00002101', 'RTM-00001527', 'RTM-00001528', 'RTM-00001528', 'RTM-00001530', 'RTM-00001531', 'RTM-00003583', 'RTM-00001534', 'RTM-00001510', 'RTM-00001510', 'RTM-00001511', 'RTM-00001511', 'RTM-00001512', 'RTM-00001512', 'RTM-00001502', 'RTM-00001501', 'RTM-00001516', 'RTM-00001528', 'RTM-00001526', 'RTM-00001527', 'RTM-00001527', 'RTM-00001528', 'RTM-00001528', 'RTM-00001530', 'RTM-00001531', 'RTM-00003583', 'RTM-00001534']
RTM-46;82S;Pharo Catalans - Gare St Charles;Bus;AFCA0B;43.29698301774656, 5.3679723412358005;['RTM-00003816', 'RTM-00002086', 'RTM-00002086', 'RTM-00003815', 'RTM-00002088', 'RTM-00003801', 'RTM-00000436', 'RTM-00003835', 'RTM-00003835', 'RTM-00000421', 'RTM-00003836', 'RTM-00003837', 'RTM-00003837', 'RTM-00003355', 'RTM-00000379', 'RTM-00000421', 'RTM-00000380', 'RTM-00003835', 'RTM-00003826', 'RTM-00003826', 'RTM-00003826', 'RTM-00003828', 'RTM-00003828', 'RTM-00002051', 'RTM-00000468', 'RTM-00002300', 'RTM-00003806', 'RTM-00003815', 'RTM-00003815', 'RTM-00003816', 'RTM-00003816']
RTM-45;82;Pharo Catalans - Euromed Arenc;Bus;AFCA0B;43.297547869607655, 5.365588277040029;['RTM-00003816', 'RTM-00002086', 'RTM-00002086', 'RTM-00003815', 'RTM-00002088', 'RTM-00003801', 'RTM-00000436', 'RTM-00003821', 'RTM-00004083', 'RTM-00004083', 'RTM-00004084', 'RTM-00004084', 'RTM-00003610', 'RTM-00003610', 'RTM-00000283', 'RTM-00004086', 'RTM-00003825', 'RTM-00003826', 'RTM-00003826', 'RTM-00003828', 'RTM-00003828', 'RTM-00002051', 'RTM-00000468', 'RTM-00002300', 'RTM-00003806', 'RTM-00003815', 'RTM-00003815', 'RTM-00003816', 'RTM-00003816']
RTM-104;84;Place du 4 Septembre - Samatan;Bus;EA591B;43.28689605305873, 5.358646302286421;['RTM-00004187', 'RTM-00004188', 'RTM-00001543', 'RTM-00004192', 'RTM-00004192', 'RTM-00004193']
RTM-50;88;Métro National - Place Cadenat;Bus;AFCA0B;43.314598898861604, 5.380012496351215;['RTM-00000529', 'RTM-00004153', 'RTM-00003536', 'RTM-00003531', 'RTM-00003531', 'RTM-00003532', 'RTM-00000221', 'RTM-00003951', 'RTM-00003736', 'RTM-00003536', 'RTM-00004249']
RTM-77;91;Métro La Timone - Les Caillols Hôpital;Bus;93D5F6;43.28782672498475, 5.425894280336022;['RTM-00004424', 'RTM-00001582', 'RTM-00001589', 'RTM-00001270', 'RTM-00001271', 'RTM-00001591', 'RTM-00001592', 'RTM-00001161', 'RTM-00001163', 'RTM-00003396', 'RTM-00000929', 'RTM-00001239', 'RTM-00001240', 'RTM-00001240', 'RTM-00001241', 'RTM-00001241', 'RTM-00001242', 'RTM-00001242', 'RTM-00001240', 'RTM-00001243', 'RTM-00001244', 'RTM-00001204', 'RTM-00001205', 'RTM-00001206', 'RTM-00001208', 'RTM-00004224', 'RTM-00004225', 'RTM-00004226', 'RTM-00004226', 'RTM-00004227', 'RTM-00001606', 'RTM-00001609', 'RTM-00001615', 'RTM-00001616', 'RTM-00004567', 'RTM-00004420', 'RTM-00004420', 'RTM-00004422', 'RTM-00004424']
RTM-52;95S;Espace Mistral - Rochers de l'Estaque;Bus;878787;43.36412347759653, 5.314796477383322;['RTM-00000261', 'RTM-00000262', 'RTM-00003891', 'RTM-00003891', 'RTM-00003890', 'RTM-00000302', 'RTM-00000302', 'RTM-00000303', 'RTM-00000303', 'RTM-00000303', 'RTM-00003573', 'RTM-00003562', 'RTM-00003564', 'RTM-00003566', 'RTM-00003566', 'RTM-00003568', 'RTM-00003569', 'RTM-00003569', 'RTM-00003572', 'RTM-00000303', 'RTM-00000310', 'RTM-00000310', 'RTM-00000310', 'RTM-00004505', 'RTM-00004505', 'RTM-00003890', 'RTM-00003891', 'RTM-00003891', 'RTM-00003894', 'RTM-00000255', 'RTM-00000262', 'RTM-00000258']
RTM-49;97;Canebière Bourse - Hôpital Nord;Bus;DCCD00;43.35012010051006, 5.368455719113711;['RTM-00000567', 'RTM-00003986', 'RTM-00003989', 'RTM-00004107', 'RTM-00002299', 'RTM-00000420', 'RTM-00000563', 'RTM-00000563', 'RTM-00000563', 'RTM-00004009', 'RTM-00004008', 'RTM-00003984', 'RTM-00003985', 'RTM-00000567', 'RTM-00003986', 'RTM-00003989', 'RTM-00004107', 'RTM-00002299', 'RTM-00000420', 'RTM-00004003', 'RTM-00000563', 'RTM-00004009', 'RTM-00004008', 'RTM-00003984', 'RTM-00003985', 'RTM-00000567', 'RTM-00003986', 'RTM-00003989', 'RTM-00004107', 'RTM-00004107', 'RTM-00004005', 'RTM-00000567', 'RTM-00004008', 'RTM-00004008', 'RTM-00004009', 'RTM-00000420', 'RTM-00000420', 'RTM-00002299', 'RTM-00002299', 'RTM-00004401', 'RTM-00004107', 'RTM-00004004', 'RTM-00000563', 'RTM-00000563', 'RTM-00000564', 'RTM-00004010', 'RTM-00000420', 'RTM-00000420', 'RTM-00002299', 'RTM-00002299', 'RTM-00004401']
RTM-127;121;Hôpital Nord - Septèmes Centre;Bus;0BBBEF;43.39285788698172, 5.361940416376371;['RTM-00000563', 'RTM-00002957', 'RTM-00003016', 'RTM-00003013', 'RTM-00003013', 'RTM-00003200', 'RTM-00000563', 'RTM-00002957', 'RTM-00003016', 'RTM-00003720', 'RTM-00002965', 'RTM-00003052', 'RTM-00003048', 'RTM-00003048', 'RTM-00003048', 'RTM-00003049', 'RTM-00003052', 'RTM-00003052', 'RTM-00003052', 'RTM-00002965', 'RTM-00004283', 'RTM-00003720', 'RTM-00003013', 'RTM-00003013', 'RTM-00003200', 'RTM-00003200', 'RTM-00002954', 'RTM-00002985', 'RTM-00004268', 'RTM-00002986', 'RTM-00002988', 'RTM-00004280', 'RTM-00002989', 'RTM-00002990', 'RTM-00002990', 'RTM-00004279', 'RTM-00004278', 'RTM-00004277', 'RTM-00004277', 'RTM-00004277', 'RTM-00004276', 'RTM-00004276', 'RTM-00003047', 'RTM-00003047', 'RTM-00003047', 'RTM-00003047', 'RTM-00003000', 'RTM-00004271', 'RTM-00004271', 'RTM-00004271', 'RTM-00003989', 'RTM-00000190', 'RTM-00004144', 'RTM-00002999', 'RTM-00002997', 'RTM-00002998', 'RTM-00002999', 'RTM-00002999', 'RTM-00004145', 'RTM-00004145', 'RTM-00004145', 'RTM-00003487', 'RTM-00000200', 'RTM-00003200', 'RTM-00002954', 'RTM-00002985', 'RTM-00004268', 'RTM-00002986', 'RTM-00002988', 'RTM-00004280', 'RTM-00002989', 'RTM-00002990', 'RTM-00002990', 'RTM-00004279', 'RTM-00004278', 'RTM-00004277', 'RTM-00004277', 'RTM-00004277', 'RTM-00004276', 'RTM-00004276', 'RTM-00003047', 'RTM-00003047', 'RTM-00003047', 'RTM-00003047', 'RTM-00003000', 'RTM-00004271', 'RTM-00004271', 'RTM-00004271', 'RTM-00003989', 'RTM-00003200', 'RTM-00004324', 'RTM-00004284', 'RTM-00004284', 'RTM-00004284', 'RTM-00004324', 'RTM-00004324', 'RTM-00002954', 'RTM-00002985', 'RTM-00004268', 'RTM-00002986', 'RTM-00002988', 'RTM-00004280', 'RTM-00002989', 'RTM-00002990', 'RTM-00002990', 'RTM-00004279', 'RTM-00004278', 'RTM-00004277', 'RTM-00004277', 'RTM-00004277', 'RTM-00004276', 'RTM-00004276', 'RTM-00003047', 'RTM-00003047', 'RTM-00003047', 'RTM-00003047', 'RTM-00003000', 'RTM-00004271', 'RTM-00004271', 'RTM-00004271', 'RTM-00003989', 'RTM-00003200', 'RTM-00004324', 'RTM-00004284', 'RTM-00004284', 'RTM-00004284', 'RTM-00004324', 'RTM-00004324', 'RTM-00002954', 'RTM-00002985', 'RTM-00004268', 'RTM-00002986', 'RTM-00002988', 'RTM-00004280', 'RTM-00002989', 'RTM-00002990', 'RTM-00002990', 'RTM-00004279', 'RTM-00004278', 'RTM-00004277', 'RTM-00004277', 'RTM-00004277', 'RTM-00004276', 'RTM-00004276', 'RTM-00003047', 'RTM-00003047', 'RTM-00003047', 'RTM-00003047', 'RTM-00003000', 'RTM-00004271', 'RTM-00004271', 'RTM-00004271', 'RTM-00003989', 'RTM-00003200', 'RTM-00004324', 'RTM-00004284', 'RTM-00004284', 'RTM-00004284', 'RTM-00004324', 'RTM-00004324', 'RTM-00002954', 'RTM-00002985', 'RTM-00004268', 'RTM-00002986', 'RTM-00002988', 'RTM-00004280', 'RTM-00002989', 'RTM-00002990', 'RTM-00002990', 'RTM-00004279', 'RTM-00004278', 'RTM-00004277', 'RTM-00004277', 'RTM-00004277', 'RTM-00004276', 'RTM-00004276', 'RTM-00003047', 'RTM-00003047', 'RTM-00003047', 'RTM-00003047', 'RTM-00003000', 'RTM-00004271', 'RTM-00004271', 'RTM-00004271', 'RTM-00003989', 'RTM-00000190', 'RTM-00004144', 'RTM-00002999', 'RTM-00002997', 'RTM-00002998', 'RTM-00002999', 'RTM-00002999', 'RTM-00004145', 'RTM-00004145', 'RTM-00004145', 'RTM-00003487', 'RTM-00000200']
RTM-128;122;Septèmes Centre - Hôpital Nord;Bus;85C9B7;43.39160542771258, 5.362778463325897;['RTM-00000563', 'RTM-00003000', 'RTM-00003000', 'RTM-00004273', 'RTM-00003047', 'RTM-00003043', 'RTM-00003044', 'RTM-00004276', 'RTM-00004276', 'RTM-00004277', 'RTM-00004277', 'RTM-00004278', 'RTM-00004278', 'RTM-00004278', 'RTM-00004279', 'RTM-00004279', 'RTM-00002990', 'RTM-00002961', 'RTM-00004280', 'RTM-00004280', 'RTM-00003003', 'RTM-00003003', 'RTM-00002954', 'RTM-00003005', 'RTM-00000563', 'RTM-00003000', 'RTM-00003000', 'RTM-00004273', 'RTM-00003047', 'RTM-00003043', 'RTM-00003044', 'RTM-00004276', 'RTM-00004276', 'RTM-00004277', 'RTM-00004277', 'RTM-00004278', 'RTM-00004278', 'RTM-00004278', 'RTM-00004279', 'RTM-00004279', 'RTM-00002990', 'RTM-00002961', 'RTM-00004280', 'RTM-00004280', 'RTM-00003003', 'RTM-00003003', 'RTM-00002954', 'RTM-00003005', 'RTM-00000563', 'RTM-00003000', 'RTM-00003000', 'RTM-00004273', 'RTM-00003047', 'RTM-00003043', 'RTM-00003044', 'RTM-00004276', 'RTM-00004276', 'RTM-00004277', 'RTM-00004277', 'RTM-00004278', 'RTM-00004278', 'RTM-00004278', 'RTM-00004279', 'RTM-00004279', 'RTM-00002990', 'RTM-00002961', 'RTM-00004280', 'RTM-00004280', 'RTM-00003003', 'RTM-00003003', 'RTM-00002954', 'RTM-00003005', 'RTM-00004284', 'RTM-00004284', 'RTM-00004284', 'RTM-00004324', 'RTM-00000563', 'RTM-00003000', 'RTM-00003000', 'RTM-00004273', 'RTM-00003047', 'RTM-00003043', 'RTM-00003044', 'RTM-00004276', 'RTM-00004276', 'RTM-00004277', 'RTM-00004277', 'RTM-00004278', 'RTM-00004278', 'RTM-00004278', 'RTM-00004279', 'RTM-00004279', 'RTM-00002990', 'RTM-00002961', 'RTM-00004280', 'RTM-00004280', 'RTM-00003003', 'RTM-00003003', 'RTM-00002954', 'RTM-00003005', 'RTM-00004284', 'RTM-00004284', 'RTM-00004284', 'RTM-00004324', 'RTM-00003013', 'RTM-00003014', 'RTM-00002957', 'RTM-00004282', 'RTM-00003989', 'RTM-00003013', 'RTM-00003014', 'RTM-00002957', 'RTM-00004282', 'RTM-00003989', 'RTM-00000190', 'RTM-00004144', 'RTM-00002999', 'RTM-00002997', 'RTM-00002998', 'RTM-00002999', 'RTM-00002999', 'RTM-00004145', 'RTM-00004145', 'RTM-00004145', 'RTM-00003487', 'RTM-00000200', 'RTM-00003013', 'RTM-00003720', 'RTM-00002965', 'RTM-00003052', 'RTM-00003048', 'RTM-00003048', 'RTM-00003048', 'RTM-00003049', 'RTM-00003052', 'RTM-00003052', 'RTM-00003052', 'RTM-00002965', 'RTM-00004283', 'RTM-00003720', 'RTM-00003014', 'RTM-00002957', 'RTM-00004282', 'RTM-00003989', 'RTM-00003013', 'RTM-00003720', 'RTM-00002965', 'RTM-00003052', 'RTM-00003048', 'RTM-00003048', 'RTM-00003048', 'RTM-00003049', 'RTM-00003052', 'RTM-00003052', 'RTM-00003052', 'RTM-00002965', 'RTM-00004283', 'RTM-00003720', 'RTM-00003014', 'RTM-00002957', 'RTM-00004282', 'RTM-00003989', 'RTM-00000190', 'RTM-00004144', 'RTM-00002999', 'RTM-00002997', 'RTM-00002998', 'RTM-00002999', 'RTM-00002999', 'RTM-00004145', 'RTM-00004145', 'RTM-00004145', 'RTM-00003487', 'RTM-00000200']
