ID;Short Name;Long Name;Route Type;Color;geo_point_2d;stop_ids
RTM-115;142;Métro La Rose - La Fève;Bus;009FE3;43.345205287625404, 5.460644579605372;['RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000573', 'RTM-00000574', 'RTM-00004569', 'RTM-00000589', 'RTM-00000578', 'RTM-00000578', 'RTM-00002146', 'RTM-00002147', 'RTM-00002148', 'RTM-00002202', 'RTM-00002200', 'RTM-00002151', 'RTM-00002153', 'RTM-00002162', 'RTM-00002196', 'RTM-00002165', 'RTM-00002166', 'RTM-00002167', 'RTM-00002168', 'RTM-00002422', 'RTM-00002420', 'RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000573', 'RTM-00000574', 'RTM-00004569', 'RTM-00000589', 'RTM-00000578', 'RTM-00000578', 'RTM-00002146', 'RTM-00002147', 'RTM-00002148', 'RTM-00002202', 'RTM-00002200', 'RTM-00002151', 'RTM-00002153', 'RTM-00002162', 'RTM-00002196', 'RTM-00002165', 'RTM-00002166', 'RTM-00002167', 'RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000573', 'RTM-00000574', 'RTM-00004569', 'RTM-00000589', 'RTM-00000578', 'RTM-00000578', 'RTM-00002146', 'RTM-00002147', 'RTM-00002148', 'RTM-00002202', 'RTM-00002200', 'RTM-00002151', 'RTM-00002153', 'RTM-00002154', 'RTM-00002160', 'RTM-00002159', 'RTM-00002158', 'RTM-00002160', 'RTM-00002162', 'RTM-00002196', 'RTM-00002165', 'RTM-00002166', 'RTM-00002167', 'RTM-00002168', 'RTM-00002422', 'RTM-00002420', 'RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000573', 'RTM-00000574', 'RTM-00004569', 'RTM-00000589', 'RTM-00000578', 'RTM-00000578', 'RTM-00002146', 'RTM-00002147', 'RTM-00002148', 'RTM-00002202', 'RTM-00002200', 'RTM-00002151', 'RTM-00002153', 'RTM-00002154', 'RTM-00002160', 'RTM-00002159', 'RTM-00002158', 'RTM-00002160', 'RTM-00002162', 'RTM-00002196', 'RTM-00002165', 'RTM-00002166', 'RTM-00002167', 'RTM-00002420', 'RTM-00002422', 'RTM-00002422', 'RTM-00002190', 'RTM-00002193', 'RTM-00002196', 'RTM-00002196', 'RTM-00002197', 'RTM-00002198', 'RTM-00002199', 'RTM-00002200', 'RTM-00002200', 'RTM-00002202', 'RTM-00002205', 'RTM-00000578', 'RTM-00004569', 'RTM-00000590', 'RTM-00000594', 'RTM-00000594', 'RTM-00000596', 'RTM-00002420', 'RTM-00002422', 'RTM-00002422', 'RTM-00002190', 'RTM-00002193', 'RTM-00002196', 'RTM-00002196', 'RTM-00002197', 'RTM-00002154', 'RTM-00002160', 'RTM-00002159', 'RTM-00002158', 'RTM-00002160', 'RTM-00002198', 'RTM-00002199', 'RTM-00002200', 'RTM-00002200', 'RTM-00002202', 'RTM-00002205', 'RTM-00000578', 'RTM-00004569', 'RTM-00000590', 'RTM-00000594', 'RTM-00000594', 'RTM-00000596', 'RTM-00002193', 'RTM-00002196', 'RTM-00002196', 'RTM-00002197', 'RTM-00002198', 'RTM-00002199', 'RTM-00002200', 'RTM-00002200', 'RTM-00002202', 'RTM-00002205', 'RTM-00000578', 'RTM-00004569', 'RTM-00000590', 'RTM-00000594', 'RTM-00000594', 'RTM-00000596', 'RTM-00002193', 'RTM-00002196', 'RTM-00002196', 'RTM-00002197', 'RTM-00002154', 'RTM-00002160', 'RTM-00002159', 'RTM-00002158', 'RTM-00002160', 'RTM-00002198', 'RTM-00002199', 'RTM-00002200', 'RTM-00002200', 'RTM-00002202', 'RTM-00002205', 'RTM-00000578', 'RTM-00004569', 'RTM-00000590', 'RTM-00000594', 'RTM-00000594', 'RTM-00000596']
RTM-124;145;Métro La Rose - Allauch;Bus;009FE3;43.343815647982176, 5.464438328031664;['RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000573', 'RTM-00000574', 'RTM-00004569', 'RTM-00000589', 'RTM-00000578', 'RTM-00000578', 'RTM-00000579', 'RTM-00000580', 'RTM-00002216', 'RTM-00002175', 'RTM-00002177', 'RTM-00002178', 'RTM-00002179', 'RTM-00002892', 'RTM-00002892', 'RTM-00002183', 'RTM-00002206', 'RTM-00002168', 'RTM-00002422', 'RTM-00002420', 'RTM-00002422', 'RTM-00002422', 'RTM-00002190', 'RTM-00002193', 'RTM-00002196', 'RTM-00002196', 'RTM-00002197', 'RTM-00002154', 'RTM-00002160', 'RTM-00002159', 'RTM-00002158', 'RTM-00002160', 'RTM-00002198', 'RTM-00002199', 'RTM-00002200', 'RTM-00002200', 'RTM-00002202', 'RTM-00002205', 'RTM-00000578', 'RTM-00004569', 'RTM-00000590', 'RTM-00000594', 'RTM-00000594', 'RTM-00000596']
RTM-86;509;Canebière Bourse - Les Caillols Centre Urbain;Bus;C7D530;43.304056978773595, 5.416899027396076;['RTM-00004404', 'RTM-00002299', 'RTM-00000421', 'RTM-00000421', 'RTM-00000228', 'RTM-00001552', 'RTM-00001552', 'RTM-00002034', 'RTM-00003086', 'RTM-00000858', 'RTM-00000814', 'RTM-00000816', 'RTM-00000854', 'RTM-00002922', 'RTM-00003677', 'RTM-00003682', 'RTM-00003682', 'RTM-00003678', 'RTM-00003869', 'RTM-00000880', 'RTM-00000880', 'RTM-00000898', 'RTM-00000881', 'RTM-00000870', 'RTM-00000848', 'RTM-00003858', 'RTM-00003858', 'RTM-00002677', 'RTM-00000918', 'RTM-00000934', 'RTM-00000923', 'RTM-00000923', 'RTM-00000923', 'RTM-00000929', 'RTM-00000930', 'RTM-00000936', 'RTM-00002677', 'RTM-00000917', 'RTM-00000939', 'RTM-00000939', 'RTM-00000898', 'RTM-00000898', 'RTM-00000880', 'RTM-00000899', 'RTM-00000899', 'RTM-00000899', 'RTM-00003870', 'RTM-00003870', 'RTM-00003870', 'RTM-00003679', 'RTM-00000941', 'RTM-00000853', 'RTM-00000854', 'RTM-00000859', 'RTM-00003862', 'RTM-00002862', 'RTM-00003377', 'RTM-00003377', 'RTM-00000379', 'RTM-00000421', 'RTM-00000380', 'RTM-00002299', 'RTM-00004401']
RTM-111;535;Bougainville - Estaque Riaux;Bus;C9338B;43.34693398432747, 5.345170747223628;['RTM-00000489', 'RTM-00002011', 'RTM-00000103', 'RTM-00000103', 'RTM-00000103', 'RTM-00000324', 'RTM-00004332', 'RTM-00000513', 'RTM-00000502', 'RTM-00000996', 'RTM-00000014', 'RTM-00000037', 'RTM-00000017', 'RTM-00000017', 'RTM-00000317', 'RTM-00000299', 'RTM-00000301', 'RTM-00003890', 'RTM-00003891', 'RTM-00003891', 'RTM-00003894', 'RTM-00000255', 'RTM-00000262', 'RTM-00000259', 'RTM-00002224', 'RTM-00004141', 'RTM-00002230', 'RTM-00000261', 'RTM-00000262', 'RTM-00003891', 'RTM-00003891', 'RTM-00003890', 'RTM-00000301', 'RTM-00000312', 'RTM-00002786', 'RTM-00002792', 'RTM-00004432', 'RTM-00004433', 'RTM-00004433', 'RTM-00000317', 'RTM-00000017', 'RTM-00000037', 'RTM-00000037', 'RTM-00000037', 'RTM-00000037', 'RTM-00000513', 'RTM-00000513', 'RTM-00000103', 'RTM-00000488']
PAM-1500;1500;BBA-Simiane-Cabriès-LI Luynes;Bus;BE7B1C;43.448503205655804, 5.391647208385787;['RTM-00003017', 'RTM-00002959']
PAM-4700;4700;Aix-BoucBelAir-Vitrolles-Les Pennes;Bus;BE7B1C;43.44683980022296, 5.392896960827617;['RTM-00003003', 'RTM-00003003']
PAM-6500;6500;Gar-Mimet-Simiane-BBA-Ste Elisabeth;Bus;BE7B1C;43.431939917832345, 5.421222589585923;['RTM-00004147', 'RTM-00003003', 'RTM-00004146']
RTM-53;B2;Métro Gèze - Vallon des Tuves;Bus;E5006B;43.362488870205105, 5.360334693347363;['RTM-00004297', 'RTM-00004030', 'RTM-00003963', 'RTM-00004022', 'RTM-00004016', 'RTM-00003981', 'RTM-00003981', 'RTM-00004009', 'RTM-00004008', 'RTM-00003984', 'RTM-00003985', 'RTM-00003986', 'RTM-00003989', 'RTM-00003990', 'RTM-00003992', 'RTM-00003992', 'RTM-00003997', 'RTM-00004297', 'RTM-00004030', 'RTM-00003963', 'RTM-00004022', 'RTM-00004016', 'RTM-00003981', 'RTM-00003981', 'RTM-00004009', 'RTM-00004008', 'RTM-00003984', 'RTM-00003985', 'RTM-00003986', 'RTM-00003989', 'RTM-00004107', 'RTM-00003997', 'RTM-00004003', 'RTM-00004005', 'RTM-00004008', 'RTM-00004008', 'RTM-00004009', 'RTM-00004012', 'RTM-00004015', 'RTM-00004016', 'RTM-00004016', 'RTM-00004019', 'RTM-00004020', 'RTM-00004021', 'RTM-00004022', 'RTM-00004023', 'RTM-00004024', 'RTM-00004025', 'RTM-00004027', 'RTM-00004028', 'RTM-00004029', 'RTM-00004030', 'RTM-00004107', 'RTM-00004005', 'RTM-00004008', 'RTM-00004008', 'RTM-00004009', 'RTM-00004012', 'RTM-00004015', 'RTM-00004016', 'RTM-00004016', 'RTM-00004019', 'RTM-00004020', 'RTM-00004021', 'RTM-00004022', 'RTM-00004023', 'RTM-00004024', 'RTM-00004025', 'RTM-00004027', 'RTM-00004028', 'RTM-00004029', 'RTM-00004030']
RTM-34;B3B;Métro La Rose - Technopôle de Château Gombert;Bus;E6007D;43.33914123746009, 5.435239566473228;['RTM-00004043', 'RTM-00004044', 'RTM-00004044', 'RTM-00004044', 'RTM-00004047', 'RTM-00004051', 'RTM-00004052', 'RTM-00003934', 'RTM-00004053']
COL-BC1;BC1;La Fève / Trois Lucs;Bus;0095DB;43.3378251791208, 5.484280577893596;['RTM-00002193', 'RTM-00002167', 'RTM-00002168', 'RTM-00004501', 'RTM-00002184', 'RTM-00002206', 'RTM-00003625', 'RTM-00003595', 'RTM-00003597', 'RTM-00003590', 'RTM-00000832', 'RTM-00000838', 'RTM-00002193', 'RTM-00002167', 'RTM-00002168', 'RTM-00002419', 'RTM-00002169', 'RTM-00004501', 'RTM-00004500', 'RTM-00002184', 'RTM-00002206', 'RTM-00002892', 'RTM-00002419', 'RTM-00002169', 'RTM-00002167', 'RTM-00004501', 'RTM-00002184', 'RTM-00002206', 'RTM-00003599', 'RTM-00003590', 'RTM-00000832', 'RTM-00000838', 'RTM-00004501', 'RTM-00002184', 'RTM-00002206', 'RTM-00003625', 'RTM-00002193', 'RTM-00002167', 'RTM-00002168', 'RTM-00004501', 'RTM-00002184', 'RTM-00002206', 'RTM-00003625', 'RTM-00003595', 'RTM-00003597', 'RTM-00003599', 'RTM-00000832', 'RTM-00003590', 'RTM-00003591', 'RTM-00003598', 'RTM-00003625', 'RTM-00003595', 'RTM-00003597', 'RTM-00003598', 'RTM-00002184', 'RTM-00002206', 'RTM-00004501', 'RTM-00000838', 'RTM-00000832', 'RTM-00003590', 'RTM-00003625', 'RTM-00003595', 'RTM-00003597', 'RTM-00002184', 'RTM-00004501', 'RTM-00002167', 'RTM-00004501', 'RTM-00002190', 'RTM-00000838', 'RTM-00000832', 'RTM-00003590', 'RTM-00003591', 'RTM-00003625', 'RTM-00003595', 'RTM-00003597', 'RTM-00002184', 'RTM-00002206', 'RTM-00004501', 'RTM-00002193', 'RTM-00002167', 'RTM-00002168', 'RTM-00003595', 'RTM-00003597', 'RTM-00003598', 'RTM-00002184', 'RTM-00002206', 'RTM-00004501']
COL-BC2;BC2;Valentine / Plan de Cuques;Bus;0095DB;43.32305271991271, 5.484525233914562;['RTM-00003595', 'RTM-00003597', 'RTM-00001175', 'RTM-00002811', 'RTM-00001176', 'RTM-00003595', 'RTM-00003597', 'RTM-00003599', 'RTM-00003590', 'RTM-00002217', 'RTM-00002218', 'RTM-00002882', 'RTM-00002173', 'RTM-00002174', 'RTM-00002176', 'RTM-00002178', 'RTM-00002179', 'RTM-00002180', 'RTM-00002178', 'RTM-00002180', 'RTM-00002181', 'RTM-00001175', 'RTM-00002811', 'RTM-00001176', 'RTM-00003595', 'RTM-00003597', 'RTM-00001175', 'RTM-00002811', 'RTM-00001176', 'RTM-00003595', 'RTM-00003597', 'RTM-00002892', 'RTM-00001175', 'RTM-00002811', 'RTM-00001176', 'RTM-00003595', 'RTM-00003597', 'RTM-00001175', 'RTM-00002811', 'RTM-00001176', 'RTM-00003595', 'RTM-00003597', 'RTM-00003625', 'RTM-00003595', 'RTM-00001176', 'RTM-00002811', 'RTM-00001175', 'RTM-00002892', 'RTM-00003625', 'RTM-00003595', 'RTM-00001176', 'RTM-00002811', 'RTM-00001175', 'RTM-00003590', 'RTM-00003625', 'RTM-00003595', 'RTM-00001176', 'RTM-00002811', 'RTM-00001175', 'RTM-00003625', 'RTM-00003595', 'RTM-00001176', 'RTM-00002811', 'RTM-00001175']
COL-BC5;BC5;La Fève-lycée-Monte-Cristo;Bus;0095DB;43.33591097977504, 5.485494099851237;['RTM-00002190', 'RTM-00004501', 'RTM-00004500', 'RTM-00002208', 'RTM-00002209', 'RTM-00003625', 'RTM-00003595', 'RTM-00003625', 'RTM-00003597', 'RTM-00003599', 'RTM-00003591', 'RTM-00003625', 'RTM-00003595', 'RTM-00003597', 'RTM-00002892', 'RTM-00004501', 'RTM-00002190', 'RTM-00002419']
RTM-192;BM2;Métro Gèze - Sainte-Marguerite Dromel;Bus;E30613;43.30022720490274, 5.378229735300984;['RTM-00004300', 'RTM-00000100', 'RTM-00002011', 'RTM-00004249', 'RTM-00002305', 'RTM-00003835', 'RTM-00000421', 'RTM-00003459', 'RTM-00004409', 'RTM-00003459', 'RTM-00000421', 'RTM-00003835', 'RTM-00003840', 'RTM-00004249', 'RTM-00000489', 'RTM-00000489', 'RTM-00004300', 'RTM-00002873', 'RTM-00004409', 'RTM-00003459', 'RTM-00000421', 'RTM-00003835', 'RTM-00003840', 'RTM-00004249', 'RTM-00000489', 'RTM-00000489', 'RTM-00004300', 'RTM-00004249', 'RTM-00000489', 'RTM-00000489', 'RTM-00004300']
CTB-C8;C8;Sausset-les-Pins - Marseille;Bus;569387;43.3453848894072, 5.252806994509426;['RTM-00000264', 'RTM-00000270', 'RTM-00003841', 'RTM-00000244', 'RTM-00000251', 'RTM-00000257', 'RTM-00002224']
RTM-116;M1;La Rose - La Fourragère;Subway;009FE3;43.30367348687654, 5.399700774007322;['RTM-00000570', 'RTM-00002277', 'RTM-00002278', 'RTM-00002279', 'RTM-00002279', 'RTM-00002279', 'RTM-00002280', 'RTM-00002280', 'RTM-00002296', 'RTM-00002296', 'RTM-00002297', 'RTM-00002283', 'RTM-00002284', 'RTM-00002284', 'RTM-00003053', 'RTM-00003804', 'RTM-00003804', 'RTM-00002301', 'RTM-00002467', 'RTM-00002302', 'RTM-00002302', 'RTM-00002472', 'RTM-00003496', 'RTM-00003490', 'RTM-00003490', 'RTM-00003494', 'RTM-00003493', 'RTM-00003494', 'RTM-00003494', 'RTM-00003494', 'RTM-00003490', 'RTM-00003490', 'RTM-00003490', 'RTM-00003496', 'RTM-00002472', 'RTM-00002472', 'RTM-00002468', 'RTM-00002468', 'RTM-00002467', 'RTM-00002301', 'RTM-00002301', 'RTM-00002301', 'RTM-00002300', 'RTM-00002300', 'RTM-00002300', 'RTM-00002299', 'RTM-00002299', 'RTM-00002298', 'RTM-00002298', 'RTM-00002298', 'RTM-00002297', 'RTM-00002297', 'RTM-00002296', 'RTM-00002295', 'RTM-00002294', 'RTM-00002277', 'RTM-00000571', 'RTM-00000570']
RTM-10218;N2;Métro Vieux Port - Einstein Parking Relais;Bus;005D86;43.32574177450624, 5.405591857023669;['RTM-00002299', 'RTM-00000421', 'RTM-00000421', 'RTM-00003341', 'RTM-00003341', 'RTM-00003341', 'RTM-00003342', 'RTM-00003342', 'RTM-00000426', 'RTM-00001020', 'RTM-00000211', 'RTM-00001022', 'RTM-00001051', 'RTM-00001051', 'RTM-00000981', 'RTM-00001010', 'RTM-00001063', 'RTM-00000735', 'RTM-00000736', 'RTM-00000737', 'RTM-00000731', 'RTM-00000738', 'RTM-00000738', 'RTM-00003937', 'RTM-00003937', 'RTM-00003937', 'RTM-00004047', 'RTM-00004047', 'RTM-00004047', 'RTM-00004067', 'RTM-00004070', 'RTM-00004071', 'RTM-00004071', 'RTM-00004051', 'RTM-00000738', 'RTM-00000731', 'RTM-00000711', 'RTM-00001067', 'RTM-00001010', 'RTM-00000981', 'RTM-00000981', 'RTM-00001051', 'RTM-00001051', 'RTM-00003070', 'RTM-00001055', 'RTM-00001055', 'RTM-00000218', 'RTM-00004515', 'RTM-00004515', 'RTM-00000219', 'RTM-00000221', 'RTM-00003342', 'RTM-00000380', 'RTM-00002299']
RTM-178;S2;La Batarelle - Collège Jean Giono;Bus;951B81;43.344842695609636, 5.421512317451959;['RTM-00001077', 'RTM-00001078', 'RTM-00001078', 'RTM-00001042', 'RTM-00003924', 'RTM-00004555', 'RTM-00004555', 'RTM-00001081', 'RTM-00004556', 'RTM-00000710', 'RTM-00000735', 'RTM-00000736', 'RTM-00000737', 'RTM-00000731', 'RTM-00000738', 'RTM-00004318', 'RTM-00004318', 'RTM-00004555', 'RTM-00001078', 'RTM-00001076', 'RTM-00001077']
RTM-179;S3;La Parade - Collège Malraux;Bus;951B81;43.34792106495547, 5.433365228493342;['RTM-00000692', 'RTM-00000694', 'RTM-00000694', 'RTM-00000695', 'RTM-00000695', 'RTM-00000696', 'RTM-00000700', 'RTM-00000681', 'RTM-00000703', 'RTM-00000705', 'RTM-00000708', 'RTM-00000710', 'RTM-00000735', 'RTM-00000736', 'RTM-00000737', 'RTM-00003937', 'RTM-00003937', 'RTM-00003944', 'RTM-00003943', 'RTM-00003944', 'RTM-00003944', 'RTM-00003944', 'RTM-00003946', 'RTM-00000732', 'RTM-00000677', 'RTM-00000679', 'RTM-00000681', 'RTM-00000681', 'RTM-00000681', 'RTM-00000683', 'RTM-00000687', 'RTM-00000688', 'RTM-00000694']
RTM-183;S7;Place de la Corderie - Lycée Marseilleveyre;Bus;951B81;43.270302217374, 5.366200305238264;['RTM-00001401', 'RTM-00002083', 'RTM-00002082', 'RTM-00001708', 'RTM-00001708', 'RTM-00001940', 'RTM-00004477', 'RTM-00001944', 'RTM-00002082', 'RTM-00002083', 'RTM-00002085', 'RTM-00002085', 'RTM-00001400', 'RTM-00001401', 'RTM-00001404']
RTM-47;T2;Arenc Le Silo - La Blancarde;Tram;F4E718;43.3016417882094, 5.382858058517797;['RTM-00003554', 'RTM-00003554', 'RTM-00003281', 'RTM-00003281', 'RTM-00003209', 'RTM-00002307', 'RTM-00003210', 'RTM-00003210', 'RTM-00003211', 'RTM-00003211', 'RTM-00003213', 'RTM-00003213', 'RTM-00003217', 'RTM-00003344', 'RTM-00002297', 'RTM-00003220', 'RTM-00003220', 'RTM-00003285', 'RTM-00003285', 'RTM-00003266', 'RTM-00003266', 'RTM-00003266', 'RTM-00003223', 'RTM-00003554', 'RTM-00003554', 'RTM-00003281', 'RTM-00003281', 'RTM-00003209', 'RTM-00002307', 'RTM-00003210', 'RTM-00003210', 'RTM-00003211', 'RTM-00003211', 'RTM-00003213', 'RTM-00003213', 'RTM-00003217', 'RTM-00003344', 'RTM-00002297', 'RTM-00003220', 'RTM-00003220', 'RTM-00003285', 'RTM-00003285', 'RTM-00003266', 'RTM-00003266', 'RTM-00003266', 'RTM-00003223', 'RTM-00003223', 'RTM-00003292', 'RTM-00003227', 'RTM-00003265', 'RTM-00003265', 'RTM-00003266', 'RTM-00003285', 'RTM-00002297', 'RTM-00003271', 'RTM-00003271', 'RTM-00003344', 'RTM-00004128', 'RTM-00003211', 'RTM-00003211', 'RTM-00003278', 'RTM-00003210', 'RTM-00003281', 'RTM-00003281', 'RTM-00003281', 'RTM-00003281', 'RTM-00003556']
BDE-V01;1;Avenue Général Leclerc - Gare Saint-Antoine;Bus;FFD800;43.39120050409428, 5.340181309135459;['RTM-00003978']
RTM-7;1;Métro La Rose - Château Gombert;Bus;009FE3;43.34333846552926, 5.440928905049138;['RTM-00003930', 'RTM-00003931', 'RTM-00003937', 'RTM-00003937', 'RTM-00003944', 'RTM-00003941', 'RTM-00003874', 'RTM-00000726', 'RTM-00000726', 'RTM-00000681', 'RTM-00000681', 'RTM-00000717', 'RTM-00000726', 'RTM-00000720', 'RTM-00003875', 'RTM-00003943', 'RTM-00003944', 'RTM-00003944', 'RTM-00003944', 'RTM-00003934']
RTM-10;3;Métro La Rose - Hauts de Ste Marthe;Bus;009FE3;43.3403155942435, 5.417216269428104;['RTM-00003930', 'RTM-00003931', 'RTM-00000738', 'RTM-00000731', 'RTM-00000711', 'RTM-00004355', 'RTM-00004355', 'RTM-00004356', 'RTM-00004356', 'RTM-00004356', 'RTM-00004356', 'RTM-00004357', 'RTM-00003930', 'RTM-00003931', 'RTM-00000738', 'RTM-00000731', 'RTM-00004555', 'RTM-00004361', 'RTM-00003933', 'RTM-00004355', 'RTM-00004355', 'RTM-00004356', 'RTM-00004356', 'RTM-00004356', 'RTM-00004356', 'RTM-00004357', 'RTM-00004358', 'RTM-00004359', 'RTM-00001063', 'RTM-00000735', 'RTM-00000736', 'RTM-00000737', 'RTM-00000731', 'RTM-00000738', 'RTM-00003934', 'RTM-00004358', 'RTM-00004359', 'RTM-00001063', 'RTM-00003932', 'RTM-00003932', 'RTM-00004362', 'RTM-00004555', 'RTM-00001081', 'RTM-00004556', 'RTM-00000710', 'RTM-00000711', 'RTM-00000735', 'RTM-00000736', 'RTM-00000737', 'RTM-00000731', 'RTM-00000738', 'RTM-00003934']
RTM-6;4B;Métro La Rose - Les 3 Lucs;Bus;009FE3;43.32219212753507, 5.448982882591875;['RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000619', 'RTM-00000620', 'RTM-00000624', 'RTM-00000625', 'RTM-00000626', 'RTM-00000629', 'RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000619', 'RTM-00000620', 'RTM-00000624', 'RTM-00000625', 'RTM-00000626', 'RTM-00000629', 'RTM-00001393', 'RTM-00000663', 'RTM-00000650', 'RTM-00002780', 'RTM-00000653', 'RTM-00000653', 'RTM-00000653', 'RTM-00000626', 'RTM-00000654', 'RTM-00000655', 'RTM-00000656', 'RTM-00000659', 'RTM-00000661', 'RTM-00000594', 'RTM-00000594', 'RTM-00000596', 'RTM-00000663', 'RTM-00002695', 'RTM-00000650', 'RTM-00002780', 'RTM-00000653', 'RTM-00000653', 'RTM-00000653', 'RTM-00000626', 'RTM-00000654', 'RTM-00000655', 'RTM-00000656', 'RTM-00000659', 'RTM-00000661', 'RTM-00000594', 'RTM-00000594', 'RTM-00000596']
RTM-18;7B;Foch 5 Avenues - Bois Lemaître;Bus;FBBA00;43.30804453911083, 5.422868024411711;['RTM-00003133', 'RTM-00000858', 'RTM-00000814', 'RTM-00000816', 'RTM-00000854', 'RTM-00002922', 'RTM-00003677', 'RTM-00003682', 'RTM-00003682', 'RTM-00003678', 'RTM-00000820', 'RTM-00000786', 'RTM-00000786', 'RTM-00000786', 'RTM-00000870', 'RTM-00000848', 'RTM-00000849', 'RTM-00000850', 'RTM-00003679', 'RTM-00000941', 'RTM-00000853', 'RTM-00000854', 'RTM-00000859', 'RTM-00004464', 'RTM-00003087', 'RTM-00003349']
RTM-15;10;Métro La Fourragère - Les Caillols Hôpital;Bus;E94F35;43.29934657858248, 5.435819518132473;['RTM-00003558', 'RTM-00000968', 'RTM-00000958', 'RTM-00000958', 'RTM-00000961', 'RTM-00004513', 'RTM-00000929', 'RTM-00001239', 'RTM-00001240', 'RTM-00001240', 'RTM-00001241', 'RTM-00001241', 'RTM-00001242', 'RTM-00001242', 'RTM-00001240', 'RTM-00001243', 'RTM-00001244', 'RTM-00003181', 'RTM-00000962', 'RTM-00000966', 'RTM-00000954', 'RTM-00000942', 'RTM-00000943', 'RTM-00000945', 'RTM-00000947', 'RTM-00000871', 'RTM-00003762', 'RTM-00003558']
RTM-16;11;Métro La Rose - Plateau de la Croix Rouge;Bus;5C2483;43.34041795928469, 5.4394740932210235;['RTM-00003930', 'RTM-00003931', 'RTM-00000738', 'RTM-00000731', 'RTM-00000731', 'RTM-00004065', 'RTM-00003661', 'RTM-00004066', 'RTM-00004047', 'RTM-00004047', 'RTM-00004047', 'RTM-00004067', 'RTM-00004070', 'RTM-00002841', 'RTM-00004073', 'RTM-00003642', 'RTM-00003643', 'RTM-00003645', 'RTM-00004074', 'RTM-00002824', 'RTM-00004071', 'RTM-00003654', 'RTM-00000731', 'RTM-00000738', 'RTM-00003934']
RTM-59;12S;Métro La Timone - La Treille;Bus;007BC4;43.29488145121696, 5.46537841705026;['RTM-00004422', 'RTM-00001232', 'RTM-00003091', 'RTM-00003091', 'RTM-00001212', 'RTM-00001159', 'RTM-00001161', 'RTM-00001163', 'RTM-00000929', 'RTM-00002624', 'RTM-00001169', 'RTM-00001170', 'RTM-00001171', 'RTM-00001172', 'RTM-00000644', 'RTM-00000644', 'RTM-00001196', 'RTM-00002812', 'RTM-00002811', 'RTM-00001191', 'RTM-00001180', 'RTM-00001180', 'RTM-00001218', 'RTM-00003091', 'RTM-00001212', 'RTM-00001159', 'RTM-00001161', 'RTM-00001163', 'RTM-00000929', 'RTM-00002624', 'RTM-00001169', 'RTM-00001170', 'RTM-00001171', 'RTM-00001172', 'RTM-00000644', 'RTM-00000644', 'RTM-00001196', 'RTM-00002812', 'RTM-00002811', 'RTM-00001191', 'RTM-00001180', 'RTM-00001180', 'RTM-00001218', 'RTM-00001223', 'RTM-00001180', 'RTM-00003167', 'RTM-00001191', 'RTM-00001193', 'RTM-00001194', 'RTM-00002812', 'RTM-00002812', 'RTM-00001195', 'RTM-00001196', 'RTM-00000644', 'RTM-00000635', 'RTM-00001199', 'RTM-00001200', 'RTM-00001170', 'RTM-00001169', 'RTM-00001204', 'RTM-00001205', 'RTM-00001206', 'RTM-00001208', 'RTM-00001211', 'RTM-00001212', 'RTM-00001212', 'RTM-00003091', 'RTM-00001252', 'RTM-00004424', 'RTM-00002442', 'RTM-00002442']
RTM-58;12;Métro La Timone - Eoures;Bus;007BC4;43.29381325086227, 5.458182652795292;['RTM-00004422', 'RTM-00001232', 'RTM-00003091', 'RTM-00003091', 'RTM-00001212', 'RTM-00001159', 'RTM-00001161', 'RTM-00001163', 'RTM-00000929', 'RTM-00002624', 'RTM-00001169', 'RTM-00001170', 'RTM-00001171', 'RTM-00001172', 'RTM-00000644', 'RTM-00000644', 'RTM-00001196', 'RTM-00002812', 'RTM-00002811', 'RTM-00001191', 'RTM-00001180', 'RTM-00001180', 'RTM-00001181', 'RTM-00001184', 'RTM-00001184', 'RTM-00001185', 'RTM-00004422', 'RTM-00001232', 'RTM-00003091', 'RTM-00003091', 'RTM-00001252', 'RTM-00004424', 'RTM-00002442', 'RTM-00002442', 'RTM-00001185', 'RTM-00001185', 'RTM-00001184', 'RTM-00001181', 'RTM-00003167', 'RTM-00001191', 'RTM-00001193', 'RTM-00001194', 'RTM-00002812', 'RTM-00002812', 'RTM-00001195', 'RTM-00001196', 'RTM-00000644', 'RTM-00000635', 'RTM-00001199', 'RTM-00001200', 'RTM-00001170', 'RTM-00001169', 'RTM-00001204', 'RTM-00001205', 'RTM-00001206', 'RTM-00001208', 'RTM-00001211', 'RTM-00001212', 'RTM-00001212', 'RTM-00003091', 'RTM-00001252', 'RTM-00004424', 'RTM-00002442', 'RTM-00002442']
