Titre,Description,Horaires ISO,Horaires détaillés,Dernière date,Lieu: Nom,Lieu: Adresse,Lieu: Ville,Lieu: Code postal,Lieu: Latitude,Lieu: Longitude
"Émile MÉLENCHON ""Confidences"" + ""Lo Triò""",♫JAZZ♫,2025-04-29T20:30:00+02:00 -> 2025-04-29T23:00:00+02:00,mardi 29 avril 2025 - 20:30 ⤏ 23:00,mardi 29 avril 2025,imfp,"95 avenue raoul francou, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.639507,5.083131
"Soirée Off: avec les élèves de la classe de jazz du Conservatoire Darius Milhaud d'Aix-en-Provence",♫JAZZ♫,2025-04-29T20:30:00+02:00 -> 2025-04-29T22:30:00+02:00,mardi 29 avril 2025 - 20:30 ⤏ 22:30,mardi 29 avril 2025,CONSERVATOIRE DARIUS MILHAUD,"380, avenue Wolfgang Amadeus Mozart 13100 Aix-en-Provence",Aix-en-Provence,13090,43.525687,5.439839
"Jam Jazz de l'Inter",♫♫♫,2025-04-29T21:00:00+02:00 -> 2025-04-29T23:59:00+02:00,mardi 29 avril 2025 - 21:00 ⤏ 23:59,mardi 29 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Le bœuf du Red Lion,♫♫♫,2025-04-29T21:30:00+02:00 -> 2025-04-29T23:59:00+02:00,mardi 29 avril 2025 - 21:30 ⤏ 23:59,mardi 29 avril 2025,Red Lion,"231 Avenue Pierre Mendès France, 13008 Marseille",Marseille,13008,43.249957,5.375488
Les Jardins Sonores du Talus,♫♫♫,2025-04-30T19:00:00+02:00 -> 2025-04-30T22:00:00+02:00,mercredi 30 avril 2025 - 19:00 ⤏ 22:00,mercredi 30 avril 2025,Le TALUS,"603 Rue Saint-Pierre, 13012 Marseille",Marseille,13012,43.289991,5.426101
OLD SHEP,♫FOLK♫,2025-04-30T19:00:00+02:00 -> 2025-04-30T21:30:00+02:00,mercredi 30 avril 2025 - 19:00 ⤏ 21:30,mercredi 30 avril 2025,Lollipop Music Store,"2 BOULEVARD THEODORE THURNER, 13006 Marseille",Marseille,13006,43.291247,5.383259
Leo Svr + Jeune Lc,♫♫♫,2025-04-30T20:00:00+02:00 -> 2025-04-30T23:00:00+02:00,mercredi 30 avril 2025 - 20:00 ⤏ 23:00,mercredi 30 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
ELECTRO SYMPHONY,♫♫♫,2025-04-30T20:00:00+02:00 -> 2025-04-30T22:00:00+02:00,mercredi 30 avril 2025 - 20:00 ⤏ 22:00,mercredi 30 avril 2025,le Silo,"35 quai du Lazaret, 13002 Marseille",Marseille,13002,43.310347,5.367188
Duo Julien BRUNETAUD & Malo MAZURIÉ,♫JAZZ♫,2025-04-30T20:00:00+02:00 -> 2025-04-30T22:00:00+02:00,mercredi 30 avril 2025 - 20:00 ⤏ 22:00,mercredi 30 avril 2025,Hôtel C2,"48 rue Roux de Brignoles, 13006 Marseille",Marseille,13006,43.289887,5.373288
Kantatrix,♫♫♫,2025-04-30T20:30:00+02:00 -> 2025-04-30T23:30:00+02:00,mercredi 30 avril 2025 - 20:30 ⤏ 23:30,mercredi 30 avril 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
STRANDED HORSE ET BOUBACAR CISSOKHO,♫♫♫,2025-04-30T20:30:00+02:00 -> 2025-04-30T22:30:00+02:00,mercredi 30 avril 2025 - 20:30 ⤏ 22:30,mercredi 30 avril 2025,"Théâtre de l'Oeuvre","1 rue Mission de France, 13001 Marseille",Marseille,13001,43.298167,5.380119
TIP STEVENS,♫POP ROCK♫,2025-04-30T20:30:00+02:00 -> 2025-04-30T22:30:00+02:00,mercredi 30 avril 2025 - 20:30 ⤏ 22:30,mercredi 30 avril 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
Soirée Metal,♫♫♫,2025-04-30T21:00:00+02:00 -> 2025-05-01T03:00:00+02:00,mercredi 30 avril 2025 - 21:00 ⤏ 03:00,mercredi 30 avril 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
"Devilish 3.0 : Eden Seven, Mila Dietrich, Louisa Sonn, Lux",♫♫♫,2025-04-30T21:00:00+02:00 -> 2025-05-01T02:00:00+02:00,mercredi 30 avril 2025 - 21:00 ⤏ 02:00,mercredi 30 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
La Metro Jam,♫SCENE LIBRE♫,2025-04-30T21:00:00+02:00 -> 2025-04-30T23:30:00+02:00,mercredi 30 avril 2025 - 21:00 ⤏ 23:30,mercredi 30 avril 2025,The Metropolitan Pub,24 boulevard Rabatau 13008 Marseille,Marseilla,13008,43.276886,5.398132
"The JJ Cale's",♫♫♫,2025-04-30T21:00:00+02:00 -> 2025-04-30T23:00:00+02:00,mercredi 30 avril 2025 - 21:00 ⤏ 23:00,mercredi 30 avril 2025,La Maison Hantée,"10 rue Vian, 13006 Marseille",Marseille,13006,43.294517,5.383679
TWERKISTAN: VERSUS,♫♫♫,2025-04-30T22:00:00+02:00 -> 2025-05-01T04:00:00+02:00,mercredi 30 avril 2025 - 22:00 ⤏ 04:00,mercredi 30 avril 2025,Vice Versa,"40 Rue des Trois Rois, 13006 Marseille",Marseille,13006,43.293819,5.384958
Les jeudis Jam Sessions,♫♫♫,2025-05-01T20:00:00+02:00 -> 2025-05-01T23:00:00+02:00,jeudi 1 mai 2025 - 20:00 ⤏ 23:00,jeudi 1 mai 2025,Le Grand Comptoir,"5675 Rte d'Avignon, 13090 Aix-en-Provence",Aix-en-Provence,13090,43.547722,5.428232
Hugh Cornwell,♫♫♫,2025-05-01T20:30:00+02:00 -> 2025-05-01T23:30:00+02:00,jeudi 1 mai 2025 - 20:30 ⤏ 23:30,jeudi 1 mai 2025,CARGO DE NUIT,7 avenue Sadi Carnot 13200 Arles,Arles,13200,43.674037,4.623688
Les Jardins de la Citadelle: Robbie Doherty,♫♫♫,2025-05-02T18:00:00+02:00 -> 2025-05-02T23:30:00+02:00,vendredi 2 mai 2025 - 18:00 ⤏ 23:30,vendredi 2 mai 2025,La citadelle de Marseille,"1 Bd Charles Livon, 13007 Marseille",Marseille,13007,43.291973,5.358193
Festival Propagations: “Musique-Fiction 1 — En voiture !”,♫♫♫,2025-05-02T18:30:00+02:00 -> 2025-05-02T19:30:00+02:00 | 2025-05-02T20:30:00+02:00 -> 2025-05-02T21:30:00+02:00,"vendredi 2 mai 2025 - 18:30 ⤏ 19:30, 20:30 ⤏ 21:30",vendredi 2 mai 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
SAMMY DECOSTER ET DIGITALE SAUVAGE,♫FOLK ROCK♫,2025-05-02T19:00:00+02:00 -> 2025-05-02T22:00:00+02:00,vendredi 2 mai 2025 - 19:00 ⤏ 22:00,vendredi 2 mai 2025,La Mesón,52 rue Consolat 13001 Marseille,Marseille,13381,43.300197,5.387889
Festival Propagations: “Musique-Fiction 2 — Sur la trace de Nives”,♫♫♫,2025-05-02T19:30:00+02:00 -> 2025-05-02T20:30:00+02:00,vendredi 2 mai 2025 - 19:30 ⤏ 20:30,vendredi 2 mai 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
Session musique irlandaise,♫♫♫,2025-05-02T20:00:00+02:00 -> 2025-05-02T23:00:00+02:00,vendredi 2 mai 2025 - 20:00 ⤏ 23:00,vendredi 2 mai 2025,Le 3C Café culturel citoyen,23 Boulevard Carnot  13100 Aix-en-Provence,Aix-en-Provence,13090,43.525847,5.454679
Festival Propagations: “Compositions sonores pour cinéma expérimental”,♫♫♫,2025-05-02T20:00:00+02:00 -> 2025-05-02T21:30:00+02:00,vendredi 2 mai 2025 - 20:00 ⤏ 21:30,vendredi 2 mai 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
Dool + TARABAN,♫METAL♫,2025-05-02T20:30:00+02:00 -> 2025-05-02T23:59:00+02:00,vendredi 2 mai 2025 - 20:30 ⤏ 23:59,vendredi 2 mai 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
RED PULSE / NASTY PEPPERS,♫♫♫,2025-05-02T20:30:00+02:00 -> 2025-05-02T23:59:00+02:00,vendredi 2 mai 2025 - 20:30 ⤏ 23:59,vendredi 2 mai 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
Septaria / Azelma,♫METAL♫,2025-05-02T20:30:00+02:00 -> 2025-05-02T23:30:00+02:00,vendredi 2 mai 2025 - 20:30 ⤏ 23:30,vendredi 2 mai 2025,Espace musical Hyperion,"2 bis, avenue Maréchal Foch, 13004 Marseille",Marseille,13004,43.301667,5.397709
ANTOINE BERLAND – Ouate Watt,♫♫♫,2025-05-02T20:30:00+02:00 -> 2025-05-02T22:30:00+02:00,vendredi 2 mai 2025 - 20:30 ⤏ 22:30,vendredi 2 mai 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
ChROnOlogy PARtY,♫CLUBBING♫,2025-05-02T21:00:00+02:00 -> 2025-05-03T04:00:00+02:00,vendredi 2 mai 2025 - 21:00 ⤏ 04:00,vendredi 2 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
"BRIGHT SHOP / DARKO'S AUFHEBUNG",♫♫♫,2025-05-02T21:00:00+02:00 -> 2025-05-02T23:59:00+02:00,vendredi 2 mai 2025 - 21:00 ⤏ 23:59,vendredi 2 mai 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Les Boucaniers du Swing,♫♫♫,2025-05-02T21:00:00+02:00 -> 2025-05-02T23:59:00+02:00,vendredi 2 mai 2025 - 21:00 ⤏ 23:59,vendredi 2 mai 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
"Club Cabaret X Level Up : Psynomina, Dayana, Idawa & More",♫CLUBBING♫,2025-05-02T23:00:00+02:00 -> 2025-05-03T05:00:00+02:00,vendredi 2 mai 2025 - 23:00 ⤏ 05:00,vendredi 2 mai 2025,Cabaret Aleatoire,"41 rue jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
Festival Propagations: “Musique-Fiction 3 — Naissance d’un pont”,♫♫♫,2025-05-03T16:00:00+02:00 -> 2025-05-03T18:00:00+02:00,samedi 3 mai 2025 - 16:00 ⤏ 18:00,samedi 3 mai 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
LANES / JAMIE & STELLA,♫♫♫,2025-05-03T19:00:00+02:00 -> 2025-05-03T22:00:00+02:00,samedi 3 mai 2025 - 19:00 ⤏ 22:00,samedi 3 mai 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
WHITE FEET,♫BLUES♫,2025-05-03T19:30:00+02:00 -> 2025-05-03T21:30:00+02:00,samedi 3 mai 2025 - 19:30 ⤏ 21:30,samedi 3 mai 2025,"Roll'Studio",17 rue des Muettes 13002 Marseille,Marseille,13002,43.298857,5.368159
BRONCA / BORD DU MONDE / SPIRALPARK,♫♫♫,2025-05-03T20:00:00+02:00 -> 2025-05-03T23:59:00+02:00,samedi 3 mai 2025 - 20:00 ⤏ 23:59,samedi 3 mai 2025,"l'Humus","45 chemin du grand Jas, 13580 La Fare les Oliviers",La Fare-les-Oliviers,13580,43.554557,5.197379
PUPPETMASTAZ + Guest,♫RAP HIP-HOP♫,2025-05-03T20:00:00+02:00 -> 2025-05-03T23:30:00+02:00,samedi 3 mai 2025 - 20:00 ⤏ 23:30,samedi 3 mai 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
SUGAR et TIGER,♫ROCK♫,2025-05-03T20:00:00+02:00 -> 2025-05-03T22:30:00+02:00,samedi 3 mai 2025 - 20:00 ⤏ 22:30,samedi 3 mai 2025,Les Arcades,"avenue Gaston Berger, chemin du coton rouge 13100 Aix-en-Provence",Aix-en-Provence,13090,43.513771,5.452569
Festival Propagations: “Espèces d’espaces”,♫♫♫,2025-05-03T20:00:00+02:00 -> 2025-05-03T21:30:00+02:00,samedi 3 mai 2025 - 20:00 ⤏ 21:30,samedi 3 mai 2025,Théâtre La Criée,"30 quai de Rive Neuve, 13007 Marseille",Marseille,13007,43.292567,5.368139
FISHBONE,♫♫♫,2025-05-03T20:30:00+02:00 -> 2025-05-03T23:00:00+02:00,samedi 3 mai 2025 - 20:30 ⤏ 23:00,samedi 3 mai 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
Soirée Génération Rock,♫CLUBBING♫,2025-05-03T21:00:00+02:00 -> 2025-05-04T04:00:00+02:00,samedi 3 mai 2025 - 21:00 ⤏ 04:00,samedi 3 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
La BOUM du Samedi,♫CLUBBING♫,2025-05-03T23:00:00+02:00 -> 2025-05-04T03:30:00+02:00,samedi 3 mai 2025 - 23:00 ⤏ 03:30,samedi 3 mai 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Festival Propagations: “Émergence”,♫♫♫,2025-05-04T14:00:00+02:00 -> 2025-05-04T18:00:00+02:00,dimanche 4 mai 2025 - 14:00 ⤏ 18:00,dimanche 4 mai 2025,Le Couvent,"52 Rue Levat, 13003 Marseille",Marseille,13003,43.310287,5.387119
"Les lundis de l'IESM",♫♫♫,2025-05-05T18:00:00+02:00 -> 2025-05-05T19:00:00+02:00,lundi 5 mai 2025 - 18:00 ⤏ 19:00,lundi 5 mai 2025,maison des arts de Cabriès,"2010 rue des écoles, 13480 Cabriès",Cabriès,13480,43.440587,5.381849
Räum + Corpus Diavolis + Woest,♫BLACK METAL♫,2025-05-05T20:00:00+02:00 -> 2025-05-06T00:30:00+02:00,lundi 5 mai 2025 - 20:00 ⤏ 00:30,lundi 5 mai 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
Bœuf Stone,♫scène ouverte♫,2025-05-05T21:00:00+02:00 -> 2025-05-05T23:59:00+02:00,lundi 5 mai 2025 - 21:00 ⤏ 23:59,lundi 5 mai 2025,Black Stone,"10 Boulevard Gustave Ganay, 13009 Marseille",Marseille,13009,43.265517,5.398888
Duo Olivier Ker Ourio / Manuel Rocheman,♫♫♫,2025-05-06T20:00:00+02:00 -> 2025-05-06T23:00:00+02:00,mardi 6 mai 2025 - 20:00 ⤏ 23:00,mardi 6 mai 2025,imfp,"95 avenue raoul francou, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.639507,5.083131
Concert + Jam,♫♫♫,2025-05-06T20:30:00+02:00 -> 2025-05-06T23:30:00+02:00,mardi 6 mai 2025 - 20:30 ⤏ 23:30,mardi 6 mai 2025,Massilia Pub,"3, rue Crudère, 13006 Marseille",Marseille,13006,43.294277,5.383839
"Jam Jazz de l'Inter",♫♫♫,2025-05-06T21:00:00+02:00 -> 2025-05-06T23:59:00+02:00,mardi 6 mai 2025 - 21:00 ⤏ 23:59,mardi 6 mai 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Le bœuf du Red Lion,♫♫♫,2025-05-06T21:30:00+02:00 -> 2025-05-06T23:59:00+02:00,mardi 6 mai 2025 - 21:30 ⤏ 23:59,mardi 6 mai 2025,Red Lion,"231 Avenue Pierre Mendès France, 13008 Marseille",Marseille,13008,43.249957,5.375488
Les Jardins Sonores du Talus,♫♫♫,2025-05-07T19:00:00+02:00 -> 2025-05-07T22:00:00+02:00,mercredi 7 mai 2025 - 19:00 ⤏ 22:00,mercredi 7 mai 2025,Le TALUS,"603 Rue Saint-Pierre, 13012 Marseille",Marseille,13012,43.289991,5.426101
Pierre Luciani,♫♫♫,2025-05-07T19:00:00+02:00 -> 2025-05-07T21:30:00+02:00,mercredi 7 mai 2025 - 19:00 ⤏ 21:30,mercredi 7 mai 2025,Lollipop Music Store,"2 BOULEVARD THEODORE THURNER, 13006 Marseille",Marseille,13006,43.291247,5.383259
Claire DITERZI - Concert à table,♫♫♫,2025-05-07T19:00:00+02:00 -> 2025-05-07T21:00:00+02:00,mercredi 7 mai 2025 - 19:00 ⤏ 21:00,mercredi 7 mai 2025,La Distillerie,"22, RUE LOUIS BLANC 13400 AUBAGNE",Aubagne,13400,43.290007,5.573819
Carte Blanche À House Of Belles Plantes,♫♫♫,2025-05-07T20:00:00+02:00 -> 2025-05-07T23:00:00+02:00,mercredi 7 mai 2025 - 20:00 ⤏ 23:00,mercredi 7 mai 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
ORCHESTRE PHILHARMONIQUE DE MARSEILLE,♫♫♫,2025-05-07T20:00:00+02:00 -> 2025-05-07T22:00:00+02:00,mercredi 7 mai 2025 - 20:00 ⤏ 22:00,mercredi 7 mai 2025,"l'odéon","162 La Canebière, 13001 Marseille",Marseille,13001,43.298077,5.384709
Boeuf Jazz Manouche,♫♫♫,2025-05-07T20:00:00+02:00 -> 2025-05-07T22:00:00+02:00,mercredi 7 mai 2025 - 20:00 ⤏ 22:00,mercredi 7 mai 2025,Le 3C Café culturel citoyen,23 Boulevard Carnot  13100 Aix-en-Provence,Aix-en-Provence,13090,43.525847,5.454679
L’EJ C’EST LE S x FESTIVAL LOCAL WARMING,♫♫♫,2025-05-07T20:30:00+02:00 -> 2025-05-08T00:30:00+02:00,mercredi 7 mai 2025 - 20:30 ⤏ 00:30,mercredi 7 mai 2025,Café Julien,"39 Cr Julien, 13006 Marseille",Marseille,13006,43.295984,5.381716
Lucie Royer Trio,♫♫♫,2025-05-07T20:30:00+02:00 -> 2025-05-07T23:30:00+02:00,mercredi 7 mai 2025 - 20:30 ⤏ 23:30,mercredi 7 mai 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
"Choeur Régional de Musiques Actuelles & Groupe vocal de L'IMFP",♫♫♫,2025-05-07T20:30:00+02:00 -> 2025-05-07T22:00:00+02:00,mercredi 7 mai 2025 - 20:30 ⤏ 22:00,mercredi 7 mai 2025,imfp,"95 avenue raoul francou, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.639507,5.083131
Soirée Metal,♫♫♫,2025-05-07T21:00:00+02:00 -> 2025-05-08T03:00:00+02:00,mercredi 7 mai 2025 - 21:00 ⤏ 03:00,mercredi 7 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
La Metro Jam,♫SCENE LIBRE♫,2025-05-07T21:00:00+02:00 -> 2025-05-07T23:30:00+02:00,mercredi 7 mai 2025 - 21:00 ⤏ 23:30,mercredi 7 mai 2025,The Metropolitan Pub,24 boulevard Rabatau 13008 Marseille,Marseilla,13008,43.276886,5.398132
TWERKISTAN: VERSUS,♫♫♫,2025-05-07T22:00:00+02:00 -> 2025-05-08T04:00:00+02:00,mercredi 7 mai 2025 - 22:00 ⤏ 04:00,mercredi 7 mai 2025,Vice Versa,"40 Rue des Trois Rois, 13006 Marseille",Marseille,13006,43.293819,5.384958
Jam du BDE de Musicologie d’Aix,♫♫♫,2025-05-08T19:00:00+02:00 -> 2025-05-08T22:00:00+02:00,jeudi 8 mai 2025 - 19:00 ⤏ 22:00,jeudi 8 mai 2025,Le 3C Café culturel citoyen,23 Boulevard Carnot  13100 Aix-en-Provence,Aix-en-Provence,13090,43.525847,5.454679
"Tremplin musical ""The Band"": KEEP SMILIN' / BLUE COFFEE / MR APOLLO",♫♫♫,2025-05-08T20:00:00+02:00 -> 2025-05-08T23:59:00+02:00,jeudi 8 mai 2025 - 20:00 ⤏ 23:59,jeudi 8 mai 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
Les jeudis Jam Sessions,♫♫♫,2025-05-08T20:00:00+02:00 -> 2025-05-08T23:00:00+02:00,jeudi 8 mai 2025 - 20:00 ⤏ 23:00,jeudi 8 mai 2025,Le Grand Comptoir,"5675 Rte d'Avignon, 13090 Aix-en-Provence",Aix-en-Provence,13090,43.547722,5.428232
FRENCH CONNECTION #3,♫♫♫,2025-05-09T19:00:00+02:00 -> 2025-05-09T23:59:00+02:00,vendredi 9 mai 2025 - 19:00 ⤏ 23:59,vendredi 9 mai 2025,La Maison Hantée,"10 rue Vian, 13006 Marseille",Marseille,13006,43.294517,5.383679
Stoned Watchers (release party) / Silicium / Comète,♫♫♫,2025-05-09T20:00:00+02:00 -> 2025-05-10T00:30:00+02:00,vendredi 9 mai 2025 - 20:00 ⤏ 00:30,vendredi 9 mai 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
Oai Star + Cheap Oai - Release Party,♫♫♫,2025-05-09T20:00:00+02:00 -> 2025-05-09T23:30:00+02:00,vendredi 9 mai 2025 - 20:00 ⤏ 23:30,vendredi 9 mai 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
AMENRA,♫♫♫,2025-05-09T20:00:00+02:00 -> 2025-05-09T23:00:00+02:00,vendredi 9 mai 2025 - 20:00 ⤏ 23:00,vendredi 9 mai 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
MARELL,♫INDIE ROCK♫,2025-05-09T20:00:00+02:00 -> 2025-05-09T22:30:00+02:00,vendredi 9 mai 2025 - 20:00 ⤏ 22:30,vendredi 9 mai 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
PHARO / TRIMORENA,♫♫♫,2025-05-09T20:30:00+02:00 -> 2025-05-09T23:59:00+02:00,vendredi 9 mai 2025 - 20:30 ⤏ 23:59,vendredi 9 mai 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
Bakélite Duo,♫Swing & Jazz♫,2025-05-09T20:30:00+02:00 -> 2025-05-09T23:30:00+02:00,vendredi 9 mai 2025 - 20:30 ⤏ 23:30,vendredi 9 mai 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
HK,♫Variété française / Chanson♫,2025-05-09T20:30:00+02:00 -> 2025-05-09T22:30:00+02:00,vendredi 9 mai 2025 - 20:30 ⤏ 22:30,vendredi 9 mai 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
Christian Maes – Nicolas Nageotte,♫♫♫,2025-05-09T20:30:00+02:00 -> 2025-05-09T22:30:00+02:00,vendredi 9 mai 2025 - 20:30 ⤏ 22:30,vendredi 9 mai 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
ChROnOlogy PARtY,♫CLUBBING♫,2025-05-09T21:00:00+02:00 -> 2025-05-10T04:00:00+02:00,vendredi 9 mai 2025 - 21:00 ⤏ 04:00,vendredi 9 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Sycamore Sisters,♫♫♫,2025-05-09T21:00:00+02:00 -> 2025-05-09T23:30:00+02:00,vendredi 9 mai 2025 - 21:00 ⤏ 23:30,vendredi 9 mai 2025,Latté,"16, rue de l'Evêché, 13002 Marseille",Marseille,13002,43.298167,5.366009
Micro ouvert Chanson française,♫♫♫,2025-05-09T21:30:00+02:00 -> 2025-05-09T23:59:00+02:00,vendredi 9 mai 2025 - 21:30 ⤏ 23:59,vendredi 9 mai 2025,"Club Convergences 1, Place Evariste Gras",13600 La Ciotat,La Ciotat,13600,43.173671,5.605192
Bouilla Bass Avec Teki Latex,♫♫♫,2025-05-09T23:00:00+02:00 -> 2025-05-10T05:00:00+02:00,vendredi 9 mai 2025 - 23:00 ⤏ 05:00,vendredi 9 mai 2025,Cabaret Aleatoire,"41 rue jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
"Orchestre harmonie d'Aubagne",♫♫♫,2025-05-10T18:00:00+02:00 -> 2025-05-10T19:30:00+02:00,samedi 10 mai 2025 - 18:00 ⤏ 19:30,samedi 10 mai 2025,Théâtre Comoedia,"13 Cours Maréchal Foch, 13400 Aubagne",Aubagne,13400,43.293447,5.567129
NIGHTBIRDS TRIO,♫JAZZ♫,2025-05-10T19:30:00+02:00 -> 2025-05-10T21:30:00+02:00,samedi 10 mai 2025 - 19:30 ⤏ 21:30,samedi 10 mai 2025,"Roll'Studio",17 rue des Muettes 13002 Marseille,Marseille,13002,43.298857,5.368159
THE INSANE ROOM,♫NUIT ÉTUDIANTE♫,2025-05-10T20:00:00+02:00 -> 2025-05-11T01:00:00+02:00,samedi 10 mai 2025 - 20:00 ⤏ 01:00,samedi 10 mai 2025,Portail Coucou,"160 Boulevard Lamartine, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.642072,5.099878
WARRIOR KIDS / DJs Titou 007 & Mark 666,♫PUNK♫,2025-05-10T20:00:00+02:00 -> 2025-05-10T23:59:00+02:00,samedi 10 mai 2025 - 20:00 ⤏ 23:59,samedi 10 mai 2025,La Maison Hantée,"10 rue Vian, 13006 Marseille",Marseille,13006,43.294517,5.383679
MARABOUTAGE + Guest,♫♫♫,2025-05-10T20:00:00+02:00 -> 2025-05-10T23:30:00+02:00,samedi 10 mai 2025 - 20:00 ⤏ 23:30,samedi 10 mai 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
Jeanne Cherhal,♫♫♫,2025-05-10T20:00:00+02:00 -> 2025-05-10T22:30:00+02:00,samedi 10 mai 2025 - 20:00 ⤏ 22:30,samedi 10 mai 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
EVA QUARTET,♫♫♫,2025-05-10T20:30:00+02:00 -> 2025-05-10T22:30:00+02:00,samedi 10 mai 2025 - 20:30 ⤏ 22:30,samedi 10 mai 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
Soirée Génération Rock,♫CLUBBING♫,2025-05-10T21:00:00+02:00 -> 2025-05-11T04:00:00+02:00,samedi 10 mai 2025 - 21:00 ⤏ 04:00,samedi 10 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Tribu Rabwada,♫♫♫,2025-05-10T21:00:00+02:00 -> 2025-05-10T23:59:00+02:00,samedi 10 mai 2025 - 21:00 ⤏ 23:59,samedi 10 mai 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
PHILIPPE LEROY chante Claude François,♫♫♫,2025-05-10T21:00:00+02:00 -> 2025-05-10T23:59:00+02:00,samedi 10 mai 2025 - 21:00 ⤏ 23:59,samedi 10 mai 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
