ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
RTM-00001052;;Monet Florida;43.3268957, 5.39521199;73 AVENUE CLAUDE MONET  MARSEILLE 13014;;;0;;;2
RTM-00002866;;Monte Cristo Camas;43.298945, 5.391858;12 RUE DEVILLIERS  MARSEILLE 13004;;;0;;;1
RTM-00002860;;Monte Cristo Faria;43.299559, 5.395675;33 RUE MONTE-CRISTO  MARSEILLE 13004;;;0;;;1
RTM-00001528;;Montebello;43.279974, 5.378486;;;;0;;;2
RTM-00000800;;Montolivet Beauregard;43.312182, 5.411111;;;;0;;;2
RTM-00000795;;Montolivet Chabot;43.318231, 5.421338;;;;0;;;2
RTM-00000029;;Montée Graille;43.372312, 5.348912;;;;0;;;2
RTM-00000106;;Moretti Gibbes;43.32418, 5.383577;;;;0;;;2
RTM-00001809;;Morgiou Beauvallon;43.235046, 5.410998;;;;0;;;1
RTM-00001808;;Morgiou Cauvière;43.23757, 5.4088;;;;0;;;2
RTM-00002659;;Morgiou Vert Plan;43.23592, 5.410431;;;;0;;;2
RTM-00000495;;Moulin à Vent;43.330871, 5.359267;;;;0;;;2
RTM-00000513;;Moulin à Vent;43.330659, 5.359093;;;;0;;;2
RTM-00001924;;Musso Roy d'Espagne;43.243937, 5.385524;;;;0;;;2
RTM-00004324;;Médiathèque;43.4012046, 5.36940157;BOULEVARD ANTOINE VABRE  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00001027;;Mérimée Corot;43.327762, 5.396839;;;;0;;;2
RTM-00001051;;Mérimée Corot;43.327834, 5.396791;;;;0;;;2
RTM-00000099;;Métro Bougainville;43.320881, 5.371527;départ ligne 28;;;0;;;1
RTM-00000290;;Métro Bougainville;43.321429, 5.371286;départ ligne 72;;;0;;;1
RTM-00002036;;Métro Chartreux;43.30974, 5.403215;;;;0;;;1
RTM-00003094;;Métro Chartreux;43.308945, 5.401238;départ ligne 67;;;0;;;1
RTM-00000381;;Métro Colbert;43.300237, 5.374308;9 RUE SAINTE-BARBE  MARSEILLE 13002;;;0;;;2
RTM-00000776;;Métro Frais Vallon;43.324977, 5.424541;double abri 10131/10132;;;0;;;2
RTM-00004298;;Métro Gèze;43.328043, 5.367509;60 AVENUE FÉLIX ZOCCOLA  MARSEILLE 13015;;;0;;;1
RTM-00003835;;Métro Jules Guesde;43.301563, 5.37343162;;;;0;;;2
RTM-00003558;;Métro La Fourragère;43.30376501, 5.42437077;métro fourragère ligne 10;;;0;;;1
RTM-00000596;;Métro La Rose;43.33349, 5.430115;;;;0;;;1
RTM-00002188;;Métro La Rose;43.332863, 5.429563;;;;0;;;2
RTM-00002480;;Métro La Rose;43.333403, 5.429997;RUE ALBERT EINSTEIN  MARSEILLE 13013;;;0;;;2
RTM-00003930;;Métro La Rose;43.333691, 5.431117;;;;0;;;1
RTM-00003935;;Métro La Rose;43.333544, 5.430734;RUE ALBERT EINSTEIN  MARSEILLE 13013;;;0;;;1
RTM-00004420;;Métro La Timone;43.291165, 5.400229;BOULEVARD JEAN MOULIN  MARSEILLE 13005;;;0;;;1
RTM-00004422;;Métro La Timone;43.291773, 5.400728;BOULEVARD JEAN MOULIN  MARSEILLE 13005;;;0;;;1
RTM-00000947;;Métro Louis Armand;43.299987, 5.412998;;;;0;;;1
RTM-00001069;;Métro Malpassé;43.3205264, 5.41568149;arrêt repositionné suite à imprécision gps Terrain;;;0;;;1
RTM-00004038;;Métro Malpassé;43.320435, 5.41553;AVENUE JEAN-PAUL SARTRE  MARSEILLE 13013;;;0;;;1
RTM-00004572;;Métro Malpassé;43.32080678, 5.4156591;Bus Relais M2 - Nuits Longues NEOMMA;;;0;;;2
RTM-00000486;;Métro National;43.31554955, 5.37321568;;;;0;;;1
RTM-00003583;;Métro Notre Dame du Mont;43.29249, 5.384091;;;;0;;;2
RTM-00004412;;Métro Notre Dame du Mont;43.29356708, 5.38222759;129 RUE D'AUBAGNE  MARSEILLE 13006;;;0;;;1
RTM-00003718;;Métro Rond Point du Prado;43.272123, 5.390509;AVENUE DU PRADO  MARSEILLE 13008;;;0;;;1
RTM-00004110;;Métro Rond Point du Prado;43.271104, 5.392437;;;;0;;;1
RTM-00001144;;Métro St Just;43.316378, 5.405335;départ ligne 53;;;0;;;2
RTM-00004573;;Métro St Just;43.31567727, 5.40727146;Bus Relais M2 - Nuits Longues NEOMMA;;;0;;;2
RTM-00003802;;Métro Vieux Port;43.29571672, 5.37429191;;;;0;;;1
RTM-00003804;;Métro Vieux Port;43.295554, 5.37419;;;;0;;;1
RTM-00003269;;National;43.301586, 5.388536;;;;0;;;1
RTM-00000224;;National Belle de Mai;43.307545, 5.381879;;;;0;;;1
RTM-00004587;;National Belle de Mai;43.30824724, 5.38136368;;;;0;;;0
RTM-00000225;;National Guibal;43.305373, 5.384125;BOULEVARD NATIONAL  MARSEILLE 13001;;;0;;;1
RTM-00003059;;Nicolas Appert;43.339584, 5.418121;;;;0;;;2
RTM-00003061;;Nicolas Appert;43.339263, 5.41845;;;;0;;;2
RTM-00000763;;Norma Compostelle;43.318491, 5.431365;;;;0;;;2
RTM-00000762;;Norma Peyrard;43.316772, 5.430809;;;;0;;;2
RTM-00000671;;Notre Dame de la Consolation;43.33950973, 5.42075515;ROND-POINT BACHAGA BOUALAM  MARSEILLE 13013;;;0;;;2
RTM-00000711;;Notre Dame de la Consolation;43.339276, 5.420256;ATTENTION EQUIPEMENT DU 711 ET 671 INVERSES;;;0;;;2
RTM-00001467;;Notre Dame de la Garde;43.284373, 5.371708;abs trottoir;;;0;;;2
RTM-00002957;;Notre Dame Limite;43.38698426, 5.35929018;;;;0;;;2
RTM-00003983;;Notre Dame Limite;43.384472, 5.358732;;;;0;;;1
RTM-00004009;;Notre Dame Limite;43.38481, 5.359001;;;;0;;;1
RTM-00000115;;Nungesser;43.340789, 5.386852;;;;0;;;2
RTM-00000380;;Nédelec Guesde;43.30225421, 5.37650943;BOULEVARD CHARLES NÉDELEC  MARSEILLE 13003;;;0;;;2
RTM-00000421;;Nédelec Guesde;43.30246112, 5.37728727;BOULEVARD CHARLES NÉDELEC  MARSEILLE 13003;;;0;;;2
RTM-00004079;;Néel;43.34402, 5.43937;;;;0;;;2
RTM-00001838;;Négresko;43.269559, 5.389798;;;;0;;;1
RTM-00001851;;Océan Pistou;43.240593, 5.401024;;;;0;;;2
RTM-00001872;;Océan Pistou;43.240736, 5.402174;;;;0;;;2
RTM-00001871;;Océan Réattu;43.241198, 5.399047;;;;0;;;2
RTM-00000700;;Palama Camoins;43.354908, 5.439247;;;;0;;;1
RTM-00000698;;Palama Carrousel;43.358447, 5.441036;;;;0;;;2
RTM-00000683;;Palama Fumade;43.356708, 5.440005;;;;0;;;2
RTM-00001086;;Paradis Lord Duveen;43.275667, 5.38439;;;;0;;;2
RTM-00001139;;Paradis Mistral;43.273312, 5.385239;;;;0;;;2
RTM-00000153;;Parc Blanchard;43.34373, 5.365854;;;;0;;;2
RTM-00001146;;Parc Corot;43.323962, 5.404732;;;;0;;;2
RTM-00001155;;Parc Corot;43.323829, 5.404909;;;;0;;;1
RTM-00002521;;Parc du 26ème Centenaire;43.282889, 5.39062233;;;;0;;;2
RTM-00004520;;Parc du 26ème Centenaire;43.28215344, 5.39074659;;;;0;;;2
RTM-00003985;;Parc Kallisté;43.384484, 5.364794;;;;0;;;1
RTM-00004208;;Parc Monticelli;43.2744543, 5.38270345;;;;0;;;2
RTM-00001712;;Parc Pastré;43.240217, 5.36611;;;;0;;;1
RTM-00001279;;Parc St Cyr;43.28167332, 5.44277994;CHEMIN RURAL DE LA VALBARELLE À SAINT-MARCEL  MARSEILLE 13010 existe plus 1280 château st cyr;;;0;;;1
RTM-00001301;;Parc St Cyr;43.281691, 5.442578;69 CHEMIN RURAL DE LA VALBARELLE À SAINT-MARCEL  MARSEILLE 13010;;;0;;;1
RTM-00002062;;Parc Valmer;43.27811986, 5.35492046;CORNICHE PRÉSIDENT JOHN F. KENNEDY  MARSEILLE 13007;;;0;;;1
RTM-00002603;;Paris Clary;43.309019, 5.370665;71 BOULEVARD DE PARIS  MARSEILLE 13003;;;0;;;1
RTM-00003768;;Paris Mirès;43.310683, 5.369658;123 BOULEVARD DE PARIS  MARSEILLE 13003;;;0;;;1
RTM-00001622;;Pauline Ripert;43.272157, 5.410811;;;;0;;;2
RTM-00000647;;Peintres Roux La Serviane;43.303107, 5.473975;;;;0;;;2
RTM-00002706;;Peintres Roux Montre;43.298462, 5.478644;;;;0;;;2
RTM-00002779;;Peintres Roux Montre;43.298979, 5.47846;;;;0;;;2
RTM-00001403;;Petit Chantier;43.290128, 5.368679;;;;0;;;2
RTM-00001173;;Petit St Marcel;43.289385, 5.465638;;;;0;;;2
RTM-00001198;;Petit St Marcel;43.289372, 5.466028;;;;0;;;2
RTM-00000769;;Petit Séminaire;43.320755, 5.440797;RUE MARIUS BRIATA  MARSEILLE 13013  numéro du poteau 783;;;0;;;2
RTM-00000783;;Petit Séminaire;43.320848, 5.440735;;;;0;;;2
RTM-00003204;;Pharo Catalans;43.291877, 5.356286;RUE DES CATALANS  MARSEILLE 13007;;;0;;;1
RTM-00003561;;Pichou Luzzatti;43.364678, 5.311616;pas de trottoir;;;0;;;2
RTM-00003562;;Pichou Miramare;43.36651, 5.312399;pas de trottoir;;;0;;;2
RTM-00003563;;Pichou Villa Bellevue;43.3677105, 5.31173661;pas de trottoir;;;0;;;2
RTM-00003048;;Pinède Rougière;43.390642, 5.375328;pas de sigep. ancien affichage;;;0;;;2
RTM-00000503;;Piscine Municipale;43.344809, 5.354576;;;;0;;;2
RTM-00001441;;Place aux Huiles;43.293432, 5.371556;PLACE AUX HUILES  MARSEILLE 13001;;;0;;;1
RTM-00002053;;Place aux Huiles;43.29328231, 5.3707695;QUAI DE RIVE-NEUVE  MARSEILLE 13007;;;0;;;1
RTM-00003002;;Place Barbusse;43.40734, 5.364597;;;;0;;;2
RTM-00003809;;Place Bargemon;43.297749, 5.369921;;;;0;;;1
RTM-00001100;;Place Brossolette;43.307292, 5.399972;;;;0;;;2
RTM-00001126;;Place Brossolette;43.307298, 5.399764;;;;0;;;2
RTM-00003533;;Place Cadenat;43.31185, 5.387376;;;;0;;;2
RTM-00000220;;Place Caffo;43.312868, 5.384606;;;;0;;;1
RTM-00001021;;Place Caffo;43.312836, 5.384855;RUE LOUBON MARSEILLE 13003;;;0;;;1
RTM-00000875;;Place de Bois Luzy;43.309875, 5.419769;;;;0;;;2
RTM-00003831;;Place de Lenche;43.29644, 5.366211;;;;0;;;1
RTM-00004122;;Place de Rome;43.291433, 5.380621;;;;0;;;1
RTM-00004131;;Place de Rome;43.291407, 5.380716;;;;0;;;1
RTM-00000460;;Place de Strasbourg;43.30640785, 5.3741169;3 PLACE DE STRASBOURG  MARSEILLE 13003;;;0;;;1
RTM-00000482;;Place de Strasbourg;43.30622828, 5.37349999;AVENUE CAMILLE PELLETAN  MARSEILLE 13003;;;0;;;1
RTM-00001088;;Place Delibes;43.279135, 5.383433;;;;0;;;2
RTM-00000717;;Place des Héros;43.351801, 5.439234;;;;0;;;1
RTM-00001400;;Place du 4 Septembre;43.288581, 5.359206;;;;0;;;1
RTM-00001416;;Place du 4 Septembre;43.288867, 5.359958;;;;0;;;2
RTM-00003745;;Place du 4 Septembre;43.289081, 5.3594;ligne 83;;;0;;;2
RTM-00004186;;Place du 4 Septembre;43.28796902, 5.35968393;3 RUE DE CAZE  MARSEILLE 13007;;;0;;;2
RTM-00002029;;Place Ferrié;43.278155, 5.39929;;;;0;;;2
RTM-00001533;;Place Jean Jaurès;43.294746, 5.386024;27 PLACE JEAN JAURÈS  MARSEILLE 13005;;;0;;;1
RTM-00000432;;Place Leverrier;43.306389, 5.393038;;;;0;;;2
RTM-00000473;;Place Leverrier;43.306436, 5.393145;RUE BÉNÉDIT  MARSEILLE 13001;;;0;;;1
RTM-00001552;;Place Sébastopol;43.29902311, 5.39717052;;;;0;;;1
RTM-00001704;;Plage du Prado;43.262548, 5.375565;symbole ufo après l'arrêt;;;0;;;1
RTM-00002075;;Plage du Prophète;43.27253032, 5.36286;;;;0;;;1
RTM-00002227;;Plages de Corbières;43.358158, 5.287573;abs trottoir;;;0;;;2
RTM-00003883;;Plan d'Aou;43.368528, 5.35348;;;;0;;;1
RTM-00002152;;Plan de Cuques Eglise;43.348008, 5.464679;;;;0;;;1
RTM-00002200;;Plan de Cuques Félibrige;43.345318, 5.461065;;;;0;;;2
RTM-00001637;;Platanes Romain Rolland;43.272003, 5.408836;;;;0;;;2
RTM-00002043;;Plombières Arnal;43.31637, 5.383655;;;;0;;;1
RTM-00002594;;Plombières Bon Secours;43.31546772, 5.3859319;;;;0;;;1
RTM-00004515;;Plombières Bon Secours;43.31555082, 5.38619897;;;;0;;;0
RTM-00000532;;Plombières Cubeddu;43.31677936, 5.3820178;;;;0;;;2
RTM-00000629;;Poilus Ecoles;43.31427, 5.462524;;;;0;;;2
RTM-00000653;;Poilus Mistral;43.322592, 5.457186;;;;0;;;2
RTM-00000628;;Poilus Siphon;43.318245, 5.459725;;;;0;;;2
RTM-00002792;;Pol Roux Rabelais;43.35962, 5.332753;;;;0;;;2
RTM-00001308;;Pont de Vivaux;43.279773, 5.41809;BOULEVARD DE PONT DE VIVAUX  MARSEILLE 13010;;;0;;;2
RTM-00001307;;Pont de Vivaux Frênes;43.281029, 5.422127;;;;0;;;1
RTM-00001271;;Pont de Vivaux Hippodrome;43.279579, 5.415647;descente sur parking;;;0;;;1
RTM-00004416;;Pontevès Paris;43.30714, 5.37081;;;;0;;;2
RTM-00001698;;Prado Louvain;43.275929, 5.389258;;;;0;;;2
RTM-00001696;;Prado Périer;43.279155, 5.387443;;;;0;;;1
RTM-00001699;;Prado Rodocanachi;43.27429, 5.390187;;;;0;;;1
RTM-00001701;;Prado Saint-Exupéry;43.268247, 5.384478;;;;0;;;1
RTM-00001735;;Prado Saint-Exupéry;43.268075, 5.384584;;;;0;;;1
RTM-00001142;;Prado St Giniez;43.27062, 5.388502;;;;0;;;1
RTM-00002325;;Périer;43.279405, 5.3876895;;;;0;;;2
RTM-00001500;;Périer Arles;43.278537, 5.376498;BOULEVARD PÉRIER  MARSEILLE 13008;;;0;;;2
RTM-00001515;;Périer Arles;43.278546, 5.376737;BOULEVARD PÉRIER  MARSEILLE 13008;;;0;;;2
RTM-00001498;;Périer Crémieux;43.278586, 5.380078;BOULEVARD PÉRIER  MARSEILLE 13008;;;0;;;1
RTM-00001499;;Périer Escaliers;43.27803, 5.377164;BOULEVARD PÉRIER  MARSEILLE 13008;;;0;;;2
RTM-00001831;;Rabat Beauvallon;43.23542148, 5.41313403;;;;0;;;2
RTM-00001835;;Rabat Seigneurie;43.237403, 5.413243;TRAVERSE DE RABAT  MARSEILLE 13009;;;0;;;2
RTM-00004095;;Rabatau Rouet;43.275915, 5.39646;;;;0;;;2
RTM-00000494;;Rabattu;43.328547, 5.359374;;;;0;;;2
RTM-00000983;;Raimu La Busserine;43.332365, 5.399019;;;;0;;;2
RTM-00004188;;Recher Coteau;43.286875, 5.362597;à compléter saisie terrain;;;0;;;2
RTM-00001883;;Reggio;43.261106, 5.393808;;;;0;;;2
RTM-00001804;;Robespierre;43.2470993, 5.40152545;;;;0;;;1
RTM-00001822;;Robespierre;43.248122, 5.401181;;;;0;;;1
RTM-00004207;;Rolland Aubanel;43.272093, 5.382823;;;;0;;;2
RTM-00004209;;Rolland Puget;43.276776, 5.38291;;;;0;;;2
RTM-00004123;;Rome Dragon;43.289099, 5.381918;;;;0;;;1
RTM-00001736;;Rond Point du Prado;43.273144, 5.39108;D559  MARSEILLE 13008;;;0;;;1
RTM-00002315;;Rond-Point du Prado;43.271387, 5.392494;;;;0;;;2
RTM-00002326;;Rond-Point du Prado;43.271419, 5.392605;;;;0;;;2
RTM-00002559;;Rouet Cassis;43.2798936, 5.39038035;;;;0;;;2
RTM-00002558;;Rouet Gaz du Midi;43.282167, 5.38845;;;;0;;;1
RTM-00000823;;Rougemont;43.309039, 5.440294;;;;0;;;2
RTM-00002642;;Roussin Cohen;43.359663, 5.337925;;;;0;;;1
RTM-00002645;;Roussin Cohen;43.360744, 5.338802;;;;0;;;2
RTM-00003658;;Roussin Labro;43.353436, 5.338084;AVENUE ANDRÉ ROUSSIN  MARSEILLE 13016;;;0;;;2
RTM-00002631;;Roussin Picaron;43.358216, 5.337914;;;;0;;;1
RTM-00002136;;Roux Beausoleil;43.30822303, 5.409109;arrêt replacé suite à imprécision terrain;;;0;;;2
RTM-00000749;;Roux Esplanade;43.307232, 5.40915;;;;0;;;2
RTM-00000748;;Roux Gavaudan;43.307026, 5.405426;;;;0;;;2
RTM-00000750;;Roux Montolivet;43.309317, 5.408588;;;;0;;;2
RTM-00001657;;Résidence du Lycée;43.273684, 5.427167;;;;0;;;2
RTM-00004315;;Résidence L' Echiquier;43.34366472, 5.40839016;118 AVENUE DU MERLAN  MARSEILLE 13014;;;0;;;2
RTM-00004316;;Résidence L'Echiquier;43.343195, 5.408244;135 AVENUE DU MERLAN  MARSEILLE 13014;;;0;;;2
RTM-00000172;;Résidence Les Borels;43.363739, 5.3611;;;;0;;;2
RTM-00004020;;Résidence St Louis;43.352205, 5.357888;;;;0;;;1
RTM-00001776;;Résidence Valmont Redon;43.245548, 5.423345;6 AVENUE DE LATTRE DE TASSIGNY  MARSEILLE 13009;;;0;;;1
RTM-00000970;;Résidence Valvert;43.299878, 5.430597;;;;0;;;2
RTM-00003211;;Sadi Carnot;43.299863, 5.371209;;;;0;;;1
RTM-00003852;;Sadi Carnot;43.300262, 5.371064;;;;0;;;2
RTM-00002321;;Saint-Charles;43.302408, 5.3802575;;;;0;;;2
RTM-00002294;;Saint-Just;43.3154115, 5.4064365;;;;0;;;2
RTM-00002316;;Sainte-Marguerite Dromel;43.2705445, 5.4021975;;;;0;;;2
RTM-00003726;;Sainte-Marguerite Dromel;43.2711764, 5.40373064;terminus 73;;;0;;;2
RTM-00003229;;Sainte-Thérèse;43.294141, 5.409555;;;;0;;;1
RTM-00003258;;Sainte-Thérèse;43.294093, 5.409683;;;;0;;;1
RTM-00002021;;Sakakini Chave;43.29536297, 5.40048932;74 BOULEVARD SAKAKINI  MARSEILLE 13005;;;0;;;1
RTM-00002032;;Sakakini Chave;43.2953804, 5.40068895;;;;0;;;1
RTM-00002020;;Sakakini Sidi Brahim;43.2971035, 5.4003843;20 BOULEVARD SAKAKINI  MARSEILLE 13004;;;0;;;1
RTM-00004337;;Salengro Cougit;43.321575, 5.367591;251 AVENUE ROGER SALENGRO  MARSEILLE 13015;;;0;;;2
RTM-00000484;;Salengro Mirès;43.312382, 5.371974;89 AVENUE ROGER SALENGRO  MARSEILLE 13003;;;0;;;1
RTM-00001910;;Salvator Paoli Calmettes;43.263487, 5.410945;243 BOULEVARD DE SAINTE-MARGUERITE  MARSEILLE 13009;;;0;;;1
RTM-00004192;;Samatan;43.288113, 5.354946;;;;0;;;2
RTM-00002354;;Saména;43.228897, 5.352955;;;;0;;;2
RTM-00002365;;Saména;43.229193, 5.353826;;;;0;;;2
RTM-00003200;;Septèmes Centre;43.398686, 5.366931;équipements MPM. pas d'horaire;;;0;;;2
RTM-00003005;;Septèmes Gare;43.403741, 5.37107;équipements MPM. pas de sigep;;;0;;;2
RTM-00004267;;Septèmes Nord;43.400763, 5.36944;86 AVENUE DU 8 MAI 1945  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00003018;;Septèmes Sud;43.397056, 5.365467;équipements MPM. pas d'horaires;;;0;;;2
RTM-00001386;;Solitude Millière;43.28309932, 5.50230656;;;;0;;;2
RTM-00001858;;Sormiou Cayolle;43.230309, 5.401038;133 CHEMIN DE SORMIOU  MARSEILLE 13009;;;0;;;1
RTM-00001854;;Sormiou Roy d'Espagne;43.236042, 5.398844;CHEMIN DU ROI D'ESPAGN  MARSE¨ILLE 13009;;;0;;;2
RTM-00000017;;St André;43.356813, 5.342835;;;;0;;;2
RTM-00004329;;St Antoine;43.373277, 5.353513;;;;0;;;2
RTM-00004011;;St Antoine Mairie;43.376255, 5.356099;275 AVENUE DE SAINT-ANTOINE  MARSEILLE 13015;;;0;;;1
RTM-00003979;;St Antoine Village;43.371026, 5.35624;;;;0;;;1
RTM-00000814;;St Barnabé Feuilleraie;43.30418272, 5.40740848;AVENUE DE SAINT-BARNABÉ  MARSEILLE 13004;;;0;;;2
RTM-00000857;;St Barnabé Feuilleraie;43.30415149, 5.40724218;AVENUE DE SAINT-BARNABÉ  MARSEILLE 13004;;;0;;;2
RTM-00000871;;St Barnabé La Croix;43.304157, 5.415107;;;;0;;;1
RTM-00000239;;St Cassien;43.320728, 5.363019;BOULEVARD DES BASSINS DE RADOUB  MARSEILLE 13002;;;0;;;2
RTM-00001141;;St Giniez;43.270575, 5.386378;;;;0;;;2
RTM-00004432;;St Henri Chaîne;43.35657461, 5.33417344;33 CHEMIN DE SAINT-HENRI  MARSEILLE 13016;;;0;;;1
RTM-00000119;;St Joseph;43.347206, 5.37875;;;;0;;;2
RTM-00001961;;St Joseph Aiguier;43.251453, 5.414927;;;;0;;;2
RTM-00000853;;St Julien Centre des Impôts;43.306245, 5.419904;;;;0;;;2
RTM-00002922;;St Julien Centre des Impôts;43.306593, 5.421147;;;;0;;;2
RTM-00001102;;St Just Ivaldi;43.311602, 5.401203;;;;0;;;2
RTM-00002039;;St Just Le Dôme;43.315234, 5.40307;;;;0;;;2
RTM-00001120;;St Just Raguse;43.317233, 5.404972;AVENUE DE SAINT-JUST  MARSEILLE 13013;;;0;;;2
RTM-00001119;;St Just Vidal;43.319549, 5.408132;;;;0;;;2
RTM-00004057;;St Jérôme Faculté;43.33658, 5.410157;AVENUE ESCADRILLE NORMANDIE-NIEMEN  MARSEILLE 13013;;;0;;;1
RTM-00004034;;St Jérôme IUT;43.340617, 5.409871;AVENUE ESCADRILLE NORMANDIE-NIEMEN  MARSEILLE 13014;;;0;;;1
RTM-00000714;;St Jérôme Les Sereins;43.332378, 5.419685;;;;0;;;2
RTM-00003932;;St Jérôme Parking Relais;43.34301, 5.41043;RUE DU PÈBRE D'AIL  MARSEILLE 13014;;;0;;;1
RTM-00000667;;St Jérôme Pélabon;43.330954, 5.419333;;;;0;;;1
RTM-00002570;;St Jérôme Susini;43.33384, 5.420329;;;;0;;;2
RTM-00002572;;St Jérôme Susini;43.333906, 5.42021;;;;0;;;2
RTM-00003970;;St Louis;43.34802136, 5.35906823;;;;0;;;2
RTM-00003967;;St Louis La Poste;43.34162, 5.360411;;;;0;;;1
RTM-00001632;;St Loup de Trets;43.284006, 5.43533;;;;0;;;1
RTM-00001275;;St Loup Eglise;43.282188, 5.430113;;;;0;;;1
RTM-00001305;;St Loup Eglise;43.282572, 5.431093;;;;0;;;2
RTM-00001596;;St Loup Florian;43.28225988, 5.42716941;PLACE DU 10 JUIN 1944  MARSEILLE 13010;;;0;;;1
RTM-00001325;;St Marcel;43.287314, 5.465658;BOULEVARD DE SAINT-MARCEL  MARSEILLE 13011;;;0;;;2
RTM-00001395;;St Menet;43.289748, 5.478474;;;;0;;;2
RTM-00003521;;St Menet La Buzine;43.293526, 5.493796;;;;0;;;2
RTM-00003526;;St Menet Pompiers;43.289728, 5.495701;AVENUE DE SAINT-MENET  MARSEILLE 13011;;;0;;;2
RTM-00001071;;St Mitre;43.34258, 5.419277;;;;0;;;2
RTM-00003327;;St Mitre Ecoles;43.340581, 5.420005;;;;0;;;2
RTM-00001073;;St Mitre Party;43.34681, 5.415938;;;;0;;;2
RTM-00001232;;St Pierre Godchot;43.291692, 5.407186;;;;0;;;2
RTM-00002206;;St Roch;43.338963, 5.484974;;;;0;;;2
RTM-00001668;;St Tronc Clair Matin;43.2698255, 5.42388326;;;;0;;;1
RTM-00001677;;St Tronc Clair Matin;43.26992, 5.423902;;;;0;;;1
RTM-00001661;;St Tronc La Rose;43.268844, 5.419851;;;;0;;;1
RTM-00001644;;St Tronc Parc Fleuri;43.268113, 5.412268;;;;0;;;1
RTM-00001414;;St Victor;43.289778, 5.36538;;;;0;;;2
RTM-00001283;;Stade Coder;43.287467, 5.448144;;;;0;;;2
RTM-00001028;;Stade de Malpassé;43.328458, 5.41383;56 BOULEVARD LAVERAN  MARSEILLE 13013;;;0;;;1
RTM-00001050;;Stade de Malpassé;43.328433, 5.413688;BOULEVARD LAVERAN  MARSEILLE 13013;;;0;;;1
RTM-00001716;;Stade Michelier Montredon;43.233491, 5.357928;;;;0;;;2
RTM-00001720;;Stade Michelier Montredon;43.23343591, 5.35799956;;;;0;;;2
RTM-00002034;;Stade Vallier;43.3004861, 5.40087561;;;;0;;;1
RTM-00004552;;Ste Marguerite Vauthier;43.26623553, 5.40834378;;;;0;;;2
RTM-00000114;;Ste Marthe;43.338767, 5.391395;;;;0;;;1
RTM-00000214;;Ste Marthe Bougie;43.322708, 5.389493;;;;0;;;2
RTM-00000213;;Ste Marthe Colonel;43.31941, 5.390157;;;;0;;;2
RTM-00000134;;Ste Marthe Jourdan;43.332883, 5.390201;;;;0;;;2
RTM-00000135;;Ste Marthe Le Camp;43.331242, 5.389078;;;;0;;;2
RTM-00000113;;Ste Marthe Peupliers;43.336384, 5.392197;;;;0;;;2
RTM-00000450;;Strasbourg Amiens;43.306909, 5.37501;;;;0;;;2
RTM-00000677;;Tastevin;43.350065, 5.431755;;;;0;;;2
RTM-00000704;;Tastevin;43.349853, 5.43147;;;;0;;;2
RTM-00004051;;Technopôle Centrale Med;43.342314, 5.436517;RUE FRÉDÉRIC JOLIOT-CURIE  MARSEILLE 13013;;;0;;;1
RTM-00004048;;Technopôle de Château Gombert;43.344884, 5.439252;RUE LOUIS NIÉLE  MARSEILLE 13013;;;0;;;1
RTM-00004049;;Technopôle de Château Gombert;43.34483412, 5.43911085;RUE LOUIS NIÉLE  MARSEILLE 13013;;;0;;;1
RTM-00004506;;Terminal Maghreb;43.33724736, 5.34914347;;;;0;;;2
RTM-00004507;;Terminal Maghreb;43.33705657, 5.34917029;;;;0;;;1
RTM-00001859;;Terrasses de Sormiou;43.232005, 5.40251;AVENUE COLGATE  MARSEILLE 13009;;;0;;;1
RTM-00001864;;Terrasses de Sormiou;43.232039, 5.402268;AVENUE COLGATE  MARSEILLE 13009;;;0;;;1
RTM-00004087;;Terrasses du Port;43.30663426, 5.3656143;A55  MARSEILLE 13002;;;0;;;1
RTM-00000982;;Théâtre du Merlan;43.33074624, 5.3983587;déplacement de l'arrêt 8 MOIS (2017);;;0;;;1
RTM-00002088;;Théâtre La Criée;43.29262663, 5.36756931;QUAI DE RIVE-NEUVE  MARSEILLE 13007;;;0;;;1
RTM-00001727;;Tiboulen;43.24587, 5.373677;;;;0;;;1
RTM-00001583;;Timone Gabriel Marie;43.285635, 5.401975;AVENUE DE LA TIMONE  MARSEILLE 13010;;;0;;;2
RTM-00001582;;Timone Gorde;43.285365, 5.399319;AVENUE DE LA TIMONE  MARSEILLE 13010;;;0;;;1
RTM-00001585;;Timone Hilarion Boeuf;43.286317, 5.407694;;;;0;;;2
RTM-00000547;;Tisseron Arnavaux;43.333166, 5.378646;;;;0;;;2
RTM-00001779;;Tomasi;43.24554073, 5.41153908;D559  MARSEILLE 13009;;;0;;;1
RTM-00001318;;Toulon Delphes;43.285259, 5.388818;AVENUE DE TOULON  MARSEILLE 13006;;;0;;;2
RTM-00001316;;Toulon Hébert;43.284585, 5.395476;;;;0;;;1
RTM-00001317;;Toulon Isly;43.28483, 5.392774;AVENUE DE TOULON  MARSEILLE 13005;;;0;;;2
RTM-00001671;;Toulouse Val des Bois;43.26641512, 5.42412598;;;;0;;;2
RTM-00001674;;Toulouse Val des Bois;43.26681104, 5.42449763;;;;0;;;2
